,Q2,Q4,Q5,Q10,Q12,Q14,Q17,Q18,Q26,Q28,Q30,Q32,Q34,Q35,Q39,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q56,Q59,Q60,Q63,Q66,Q70,Q71,Q72,Q63,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q84,Q86,Q88,Q89,Q90,Q91,Q95,Q98
13047,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,5, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,6,8, ,1, ,2,1,3,1, , , , 
13048,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,2, ,2,1,5,1, , , , 
13049,1,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,7,5, ,6, ,2,1,5,1, , , , 
13050,1,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,5,7, ,5, ,2,1,4,2, , , , 
13051,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,4,5, ,5, ,2,1,4,2, , , , 
13052,2,1,    E,2,1, , ,1,2,1, ,1,1,4, , ,3,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,4,6, ,4, ,2,1,5,2, , , , 
13053,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, , , , , , , , , , ,3, ,4,7, ,6, ,2,5,5,2, , , , 
13054,2,2,    E,2,2, , , , , , , , , , , ,6,1, , , ,1,1,1, ,7,2,2,1, , , ,2, ,3, ,1,3, ,6, ,3,2,1,3, , , , 
13055,1,2,    E,2,1, , ,1,1,1, ,1,1,7, , ,1,1, , , ,1,1,1, ,6,7,2,1, , , ,2, ,1, ,8,1, ,4, ,2,1,4,2, , , , 
13056,2,2,    E,2,3, , ,1,2,1, ,1,1,5, , ,5,6, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,2,8, ,7, ,2,1,4,1, , , , 
13057,2,1,    E,2,5, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1, , , , ,1, ,6, ,6,8, ,4, ,3,1,4,2, , , , 
13058,2,2,    E,1,1, , ,1,2, , ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,3, ,3,1,5,1, , , , 
13059,2,2,    E,2,1, , ,1,2,1, ,1,1,4, , ,1,1, , , ,1,1,1, ,6,3,2,1, , , ,2, ,4, ,8,8, ,3, ,2,1,5,2, , , , 
13060,2,2,    E,1,1, , ,1,1,2, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,2, , , ,1, ,1, ,1,5, ,7, ,2,1,4,2, , , , 
13061,2,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,4, ,6, ,2,1,5,3, , , , 
13062,2,2,   DE,1,1, , ,1,2,1, ,1,1,5, , ,4,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,3,5, ,7, ,2,1,4,3, , , , 
13063,1,2,    E,1,1, , ,1,2,1, ,3,1,7, , ,2,2, , , ,1,1,1, ,6,2,3,1, , , ,3, ,2, ,3,4, ,1, ,2,1,4,2, , , , 
13064,1,2,    E,2,1, , ,1,2,1, ,1,1,4, , ,1,1, , , ,1,1,1, ,6,2,2,1, , , ,2, ,2, ,5,5, ,4, ,2,2,3,2, , , , 
13065,2,2,    E,2,1, , ,1,2,1, ,1,1, , , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,8,8, ,2, ,2,5,4,1, , , , 
13066,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,5, ,2,1,5,1, , , , 
13067,2,2,    E,3,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,6,8, ,3, ,2,1,3,2, , , , 
13068,1,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, , , , ,1, , , , , ,1, ,8,8, ,6, ,2,1,4,1, , , , 
13069,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,8,1, ,3, ,2,1,4,1, , , , 
13070,2,2,    E,2,1, , ,1,2,1, ,2,1,5, , ,2,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,1, ,2,1,5,2, , , , 
13071,1,2,    E,2,1, , ,1,2,1, ,1,1,5, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,1, ,2, ,2,1,4,2, , , , 
13072,2,2,    E,2,1, , ,1,2, , ,2,1,6, , ,6,1, , , ,1,1,1, ,6,7,2,1, , , ,2, ,2, ,3,8, ,5, ,2,1,4,1, , , , 
13073,2,2,    E,2,1, , ,1,2,1, ,1,1,6, , ,2,3, , , ,1,1,1, ,6,6,2,1, , , ,2, ,1, ,1,8, ,2, ,2,1,3,1, , , , 
13074,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,5, ,7,8, ,3, ,2,2,4,2, , , , 
13075,2,2,    E,2,5, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,7,6, ,4, ,2,1,5,1, , , , 
13076,2,2,    E,1,1, , ,1,2,1, ,1,1,2, , ,1,1, , , ,1,1,1, ,6,2,2,1, , , ,2, ,2, ,2,5, ,6, ,2,1,5,2, , , , 
13077,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,8,4, ,7, ,3,1,5,1, , , , 
13078,1,2,    E,1,1, , ,1,1,3, ,1,1,2, , ,1,1, , , ,1,1,1, ,6,2,2,1, , , ,2, ,1, ,7,8, ,5, ,2,1,5,1, , , , 
13079,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,6, ,4, ,2,1,5, , , , , 
13080,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,3,5, , , ,1,1,1, ,6,2,2,1, , , ,2, ,1, ,8,7, ,5, ,2,1,5,2, , , , 
13081,1,1,  C E,2,1, , ,1,2,1, ,1,1,5, , ,2,2, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,6,8, ,2, ,2,1,4,2, , , , 
13082,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,7,4,2,1, , , ,2, ,2, ,3,4, ,3, ,2,2,5,3, , , , 
13083,2,2, B  E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,8,1, ,7, ,2,1,5,1, , , , 
13084,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,4, ,2,1,6,1, , , , 
13085,2,2,    E,2,1, , ,1,1,1, ,1,1,2, , ,1,6, , , ,1,1,1, ,5,6,3,1, , , ,3, ,2, ,1,8, ,2, ,2,1,5,1, , , , 
13086,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,4,8, ,4, ,2,1,4,1, , , , 
13087,2,1,  C,1,1, , ,1,1,2, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, , ,8, ,7, ,1,5,4,2, , , , 
13088,1,2,    E,1,1, , ,1,1,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,5, ,4, ,2,1,4,1, , , , 
13089,2,2,  C,6,3, , ,3,1,3, ,5,1,7, , ,6,6, , , ,1,2,1, ,2,7,3,1, , , ,3, ,7, ,1,8, ,7, ,1,1,2,3, , , , 
13090,2,2,    E, ,5, , ,2,1,3, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,3, ,8,5, ,5, ,2,1,4,1, , , , 
13091,2,2,    E,2,1, , ,1, , , , ,2,1, , , , , , , , , , , ,2,7, , , , , , , , , , , , , , , , , ,2, , , , 
13092,1,2,    E,2,1, , ,1,1,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,4, ,4, ,2,1,4,1, , , , 
13093,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,7,3,2,1, , , ,2, ,2, ,5,7, ,2, ,2,1,6,1, , , , 
13094,2,2,    E,2,1, , ,1,2, , ,1,1,4, , ,2,5, , , ,1,1,1, ,8,2,3,1, , , ,3, ,2, ,8,5, ,1, ,2,1,5,1, , , , 
13095,1,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,6,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,6,2, ,7, ,2,3,4,2, , , , 
13096,2,1,    E,4,1, , ,1,2, , ,2,1,7, , ,1,1, , , ,1,1,1, ,7,4,3,1, , , ,3, ,1, ,1,2, ,4, ,2,1,3,2, , , , 
13097,2,2,    E,2,1, , ,1,2,1, ,2,1,5, , ,1,1, , , ,1,1,1, ,7,3,2,1, , , ,2, ,1, ,2,8, ,1, ,1,1,4,1, , , , 
13098,1,2,    E,2,1, , ,1,1,1, ,1,1,4, , ,3,1, , , ,1,1,1, ,7,3,3,1, , , ,3, ,2, ,8,5, ,4, ,1,1,3,1, , , , 
13099,1,2,    E,2,5, , ,1,1,1, ,1,1,1, , ,5,1, , , ,1,1,4, ,5,2,3,3, , , ,3, ,1, ,1,3, ,4, ,2,1,2,1, , , , 
13100,1,1,  C E,2,1, , ,1,2,1, ,1,1,4, , ,1,4, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,3,8, ,5, ,2,1,5,1, , , , 
13101,1, , ,1,1, , ,3,2,1, ,1,1,7, , ,3,2, , , ,1,1,1, ,4,2,2,1, , , ,2, ,5, ,1,1, ,6, ,1,1,3,2, , , , 
13102,1,2, BC E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,3,6, ,5, ,2,1,5,2, , , , 
13103,1,2,A   E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,6, ,1, ,2,1,6, , , , , 
13104,1,2,  C,1,1, , ,1,1, , ,1,1,1, , ,1,1, , , ,1,1,1, ,5,2,2,1, , , ,2, ,1, ,4,5, ,5, ,2,1,4,7, , , , 
13105,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,6,8, ,6, ,2,1,4,2, , , , 
13106,2,2,    E,2,2, , ,1,2,1, ,2,1,7, , ,6,3, , , ,6,6,6, ,5,6,3,1, , , ,3, ,2, ,2,1, ,2, ,2,1,2,3, , , , 
13107,1,2,    E, ,1, , ,1,1,1, ,1,1,2, , ,1,3, , , ,1,1,1, ,7,7,3,1, , , ,3, ,2, ,8,5, ,5, ,2,2,5,2, , , , 
13108,1,2, B  E,2,1, , ,1,1,5, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,1,1, ,7, ,2,1,4,3, , , , 
13109,1,2,    E, ,1, , ,1,2,1, ,1,1,1, , ,1,3, , , ,1,1,1, ,7,2,2,1, , , ,2, ,2, ,1,5, ,4, ,2,2,5,1, , , , 
13110,1,2,    E,4,1, , ,1,2,1, ,2,1,5, , ,5,1, , , ,1,1,1, ,7,2,3,1, , , ,3, ,3, ,4,8, ,5, ,2,1,5,2, , , , 
13111,2,2,    E,2,5, , ,2,1,1, ,2,1, , , ,3,1, , , ,1,1,2, ,5,6,2,3, , , ,2, ,2, ,8,5, ,4, ,2,1,4,2, , , , 
13112,1,2, B,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,6, ,3, ,3,1,4,1, , , , 
13113,1,2,    E, ,1, , ,1,1,1, ,1,1,1, , ,3,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,1, ,8,5, ,6, ,2,1,3,2, , , , 
13114,2,2,    E,2,1, , ,1,2, , ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,6,6, ,1, ,1,1,5,1, , , , 
13115,2,2,    E, ,1, , ,1, ,1, ,1,1,7, , ,6,1, , , ,1,1,1, ,4,5,3,1, , , ,3, ,2, ,5,6, ,1, ,2,5,4,7, , , , 
13116,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,7,7, ,3, ,3,1,3,1, , , , 
13117,2,2,    E,2,3, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,6, ,3, ,2,1,5,1, , , , 
13118,2, ,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,2,5, ,4, ,2,2,4,2, , , , 
13119,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,3, ,8,8, ,6, ,2,1,6,1, , , , 
13120,2, ,    E, ,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,6,7, ,3, ,2,2,2, , , , , 
13121,2,2, B,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,7,2, ,5, ,3,1,5,2, , , , 
13122,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,6,8, ,1, ,2,1,6,2, , , , 
13123,1,1,   D, ,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, , ,5, ,1, ,3, , ,2, , , , 
13124,1,2,    E,2,1, , ,1,1,1, ,1,1, , , ,2,1, , , ,1,1,1, ,6,2,2,1, , , ,2, ,2, ,8,4, ,1, ,3,1,5,1, , , , 
13125,1,1, ,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,5,7, ,1, ,2,1,2,1, , , , 
13126,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,7, ,5, ,2,1,5,2, , , , 
13127,1,2,    E,1,3, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,4,5, ,2, ,2,1,2,1, , , , 
13128,2,2,    E,1,1, , ,2,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,4, , ,4, ,2,3,4,2, , , , 
13129,2,2, B  E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,6, ,5, ,3,1,4,1, , , , 
13130,2,2, B,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,8, ,4, ,2,1,4,1, , , , 
13131,1,2,    E,2,1, , ,1,2,1, ,1,1,6, , ,1,3, , , ,1,1,1, ,6,2,3,1, , , ,3, ,1, ,3,7, ,2, ,2,2,4,1, , , , 
13132,2,2,    E,2,5, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,7,2,3,1, , , ,3, ,3, ,6, , ,5, ,2,1,6,1, , , , 
13133,2,2,    E,2,1, , ,1,2,1, ,1,1,5, , ,6,1, , , ,1,1,1, ,8,2,3,1, , , ,3, ,2, ,8,5, ,2, ,1,1,4,2, , , , 
13134,1,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,3, ,2,1,6,1, , , , 
13135,2,2,    E,2,1, , ,1,2, , ,1,1,1, , ,3,1, , , ,1,1,1, ,7,3,3,1, , , ,3, ,2, ,8,6, ,3, ,3,1,4, , , , , 
13136,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,8, ,4, ,3,1,6,2, , , , 
13137,2,2,    E,1,1, , ,1,2,1, ,1,1,3, , ,3,1, , , ,1,1,1, ,4,2,2,1, , , ,2, ,1, ,8,8, ,2, ,2,1,4,2, , , , 
13138,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,6,7, ,3, ,3,1,5,2, , , , 
13139,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,3,3, ,3, ,2,1,5,1, , , , 
13140,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,4, ,3, ,2, , ,1, , , , 
13141,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,6, ,3, ,2,1,6,2, , , , 
13142,1,2,    E,1,1, , ,1,1,2, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,8,5, ,2, ,2,1,3,2, , , , 
13143,1,2,    E,1,1, , ,1,1,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,1,2, ,5, ,2,1,6,1, , , , 
13144,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,4, ,2,1,5,1, , , , 
13145,1,1,    E,1,1, , ,1,2,1, ,1,1,1, , ,2,1, , , ,1,1,1, ,4,2,3,1, , , ,3, ,1, ,5,7, ,5, ,2,1,5,1, , , , 
13146,1,2,    E,1,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,3,5, ,5, ,2,1,4,2, , , , 
13147,1,2,    E,1,1, , ,1,2,1, ,2,1,3, , ,2,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,4,3, ,2, ,2,1,4,2, , , , 
13148,2,2,    E,2,1, , ,1,2, , ,1,2,1, , ,1,1, , , ,1,1,1, , , , ,1, , , , , ,3, ,7,8, ,2, ,3,1,4,2, , , , 
13149,2,2,    E,2,1, , ,1,2,1, ,1,1,7, , ,6,1, , , ,1,1,1, ,1,1,1,4, , , ,1, ,2, ,6,4, ,2, ,2,1,3,2, , , , 
13150,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,8, ,4, ,2,1,3,1, , , , 
13151,1,2,    E,2,1, , ,1,2,1, ,1,1,5, , ,2,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,7,7, ,2, ,2,1,3,1, , , , 
13152,2,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,7,2,2,1, , , ,2, ,2, ,8,6, ,6, ,2,1,4,1, , , , 
13153,1,2, B  E,2,1, , ,1,2,1, ,1,1,7, , ,1,2, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,3,8, ,3, ,2,2,5,2, , , , 
13154,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,3, ,2,1,4,1, , , , 
13155,1,2, B  E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,6,8, ,2, ,2,1,4,1, , , , 
13156,1,2,  C E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,4, ,7, ,3,1,1,1, , , , 
13157,2,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,8,2,2,1, , , ,2, ,2, ,8,8, ,3, ,2,1,4,1, , , , 
13158,1,2,    E,2,1, , ,1,1,2, ,1,1,7, , ,1,1, , , ,1,1,1, ,7,2,2,1, , , ,2, ,2, ,6,4, ,6, ,1,1,5,2, , , , 
13159,1,2,    E,2,1, , ,1,1,3, ,1,1,2, , ,2,1, , , ,1,1,1, ,4,7,3,1, , , ,3, ,1, ,4,7, ,4, ,3,2,5,3, , , , 
13160,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,2, , , ,1, ,2, ,3,2, ,1, ,2,1,2,2, , , , 
13161,1,2,A   E,2,1, , ,1,2,1, ,1,1,2, , ,1,1, , , ,1,1,1, ,7,4,2,3, , , ,2, ,2, ,1,6, ,1, ,1,1,4,2, , , , 
13162, , , ,1,1, , ,1,2,1, ,1,1,2, , ,3,1, , , ,1,1,1, , , , ,2, , , , , ,5, ,6,4, ,7, ,2,1,5, , , , , 
13163, , , ,2,1, , ,3,1,1, ,1,1,4, , ,5,1, , , ,1,1,1, ,7,7,3,1, , , ,3, ,2, ,8,8, ,7, ,2,1,3, , , , , 
13164,1,2, B,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,2, ,5,1, ,1, ,2,1,3,2, , , , 
13165,2,2,    E,2,1, , ,1,1,1, ,1,1,7, , ,2,1, , , ,1,1,1, ,6,2,3,1, , , ,3, ,2, ,1,3, ,2, ,3,1,4,1, , , , 
13166,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,3, , , ,1, ,1, ,8,4, ,6, ,2,1,4,1, , , , 
13167,2,2,    E,2,1, , ,1,2, , ,1,2,1, , ,1, , , , , , , , ,6,2,2,1, , , ,2, ,2, ,8,6, ,2, ,2,1,4,2, , , , 
13168,2,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,5,3,2,1, , , ,2, ,1, ,8,7, ,3, ,2,1,6,2, , , , 
13169,2,2,    E,1,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,5,2,2,1, , , ,2, ,1, ,8,8, ,3, ,2,1,6,1, , , , 
13170,2,2,  C, ,4, , ,5,2, , , , , , , ,6,1, , , ,2,2,1, , , , ,2, , , , , ,1, ,8,2, ,2, ,3,2,1,1, , , , 
13171,2,2,  C, ,1, , ,2,2,1, ,2,1, , , ,1, , , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,7, , ,2, ,1,1,6,2, , , , 
13172,1,1, B D,2,1, , ,1,2,1, ,1,1,3, , ,1,1, , , ,1,1,1, ,7,2,2,3, , , ,2, ,1, ,3,3, ,7, ,2, , ,2, , , , 
13173,2,2,    E,2,1, , ,1,2,1, ,1,1,2, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,6, ,5, ,2,1,4,2, , , , 
13174,2,2,    E,2,1, , ,1,1, , ,2,1,7, , ,6, , , , ,1, ,1, ,6,7,3,1, , , ,3, ,2, ,4,8, ,1, ,2,5,2,4, , , , 
13175,2,2,    E,2,1, , ,1,2,1, ,1,1,2, , ,2,1, , , ,1,1,1, ,6,2,2,1, , , ,2, ,1, ,8,5, ,4, ,2,1,5,2, , , , 
13176,2,1,   D, ,3, , ,3,2,1, ,1,1,3, , ,3,4, , , ,2,1,1, ,1,1,1,1, , , ,1, ,1, ,5,7, ,4, ,2,1,4,4, , , , 
13177,2,2,    E,1,1, , ,1,1,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,4, , , ,1, ,6, ,8,8, ,3, ,3,5,3,2, , , , 
13178, ,2,    E,2,1, , ,1,1,1, ,1,1,5, , ,4,1, , , ,1,1,1, ,6,4,2,1, , , ,2, ,2, ,5,8, ,6, ,3,1,4,1, , , , 
13179,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,6, ,4, ,2,1,5,1, , , , 
13180,2,2,    E,2,1, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,7,8, ,1, ,2,1,3, , , , , 
13181,1,2,    E,2,1, , ,1,2,1, ,1,1,4, , ,2,2, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,3,2, ,7, ,2,1,5,2, , , , 
13182,2,2,    E,2,1, , ,1,2,1, ,1,1,4, , ,2,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,7,5, ,6, ,2,1,5,2, , , , 
13183,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, , , , ,1, , , , , ,1, ,8,6, ,3, ,2,1,4,1, , , , 
13184,1,2,    E,2,1, , ,1,1,3, ,1,1,7, , ,2,2, , , ,1,1,1, ,6,6,3,4, , , ,3, ,5, ,8,3, ,3, ,2,2,4,2, , , , 
13185,1,2,    E,2,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,1, ,5, ,2,1,4,1, , , , 
13186,2,2, B  E,2,2, , ,1,2,1, ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,6, ,5, ,3,1,4,7, , , , 
13187,1,2,    E,2,1, , ,1,2, , ,1,1,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,1, ,2,1,6,1, , , , 
13188,2,2,    E,1,1, , ,2,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,6, ,8,6, ,2, ,2,1,5,1, , , , 
13189,2,2,    E,1,1, , ,1,2,1, ,1,1,2, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,8,8, ,2, ,2,1, ,2, , , , 
13190,2,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,4,8, ,5, ,2,1,5,1, , , , 
13191,1,2,    E,1,1, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,2, ,5,7, ,5, ,3,1,4,1, , , , 
13192,1,2, B,2,1, , ,1,1, , ,1,1,1, , ,1,1, , , ,1,1,1, , , , ,1, , , , , ,1, ,8,6, ,4, ,3,1,5,2, , , , 
13193,2,2,    E,1,1, , ,1,2,1, ,1,1,2, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,5, ,4, ,3,1,5,2, , , , 
13194, ,2,    E,2,4, , ,3, ,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,4, , , ,1, ,1, ,5,4, ,5, ,2,1,3,1, , , , 
13195,2,2,    E,1,5, , ,1,2,1, ,1,2,1, , ,1,1, , , ,1,1,1, ,1,1,1,1, , , ,1, ,1, ,8,8, ,5, ,2,1, ,1, , , , 
