,tree_id,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,steward,guards,sidewalk,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other
470684,669338,16,0,OnCurb,Alive,Good,Tilia cordata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
648622,156993,17,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
50462,257103,6,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
485477,640301,28,0,OnCurb,Alive,Fair,Acer buergerianum,None,None,NoDamage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
315572,518132,10,0,OnCurb,Alive,Good,Acer platanoides,1or2,Harmful,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
76601,285367,24,0,OffsetFromCurb,Alive,Good,Ulmus americana,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
38621,238956,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,Harmful,Damage,"RootOther,BranchOther",No,No,Yes,No,No,No,No,No,Yes
246618,461237,10,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,MetalGrates,No,Yes,No,No,No,No,No,No,No
226192,437334,3,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
135682,337575,2,0,OnCurb,Alive,Good,Ulmus parvifolia,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
266985,437007,10,0,OnCurb,Alive,Good,Quercus alba,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
150075,282835,3,0,OnCurb,Alive,Good,Crataegus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
47632,200967,6,0,OnCurb,Alive,Fair,Prunus cerasifera,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
599546,107669,3,0,OnCurb,Alive,Good,Quercus palustris,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
449426,661167,18,0,OnCurb,Alive,Good,Fraxinus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
169511,321972,25,0,OnCurb,Alive,Good,Acer saccharinum,None,None,NoDamage,"RootOther,BranchLights",No,No,Yes,No,No,No,Yes,No,No
320623,529688,6,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
400838,619432,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
28176,207407,4,0,OnCurb,Alive,Fair,Tilia cordata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
681359,190229,18,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
642762,149944,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
481654,696584,3,0,OnCurb,Alive,Fair,Metasequoia glyptostroboides,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
246011,410339,6,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
1400,158508,15,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
109195,220047,8,0,OnCurb,Alive,Good,Acer platanoides 'Crimson King',1or2,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
367461,584841,3,0,OnCurb,Alive,Good,Acer campestre,None,None,Damage,None,No,No,No,No,No,No,No,No,No
342217,564303,5,0,OnCurb,Alive,Good,Tilia cordata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
621529,118285,13,0,OnCurb,Alive,Good,Zelkova serrata,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
379828,490445,4,0,OnCurb,Alive,Good,Quercus imbricaria,None,Harmful,NoDamage,MetalGrates,No,Yes,No,No,No,No,No,No,No
132178,349046,7,0,OnCurb,Alive,Fair,Prunus,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
68552,277153,0,14,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
271328,491537,14,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
599850,29067,16,0,OnCurb,Alive,Good,Robinia pseudoacacia,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
40040,235406,4,0,OnCurb,Alive,Good,Prunus,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
517421,704286,4,0,OnCurb,Alive,Good,Maackia amurensis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
37788,219172,16,0,OnCurb,Alive,Good,Tilia cordata,None,None,Damage,RootOther,No,No,Yes,No,No,No,No,No,No
181362,380341,7,0,OnCurb,Alive,Good,Acer,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
609446,111027,16,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
63330,257929,2,0,OnCurb,Alive,Fair,Zelkova serrata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
135616,319468,11,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
557304,40773,3,0,OnCurb,Alive,Fair,Ulmus parvifolia,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
248916,462614,5,0,OnCurb,Alive,Good,Prunus,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
576608,71082,11,0,OnCurb,Alive,Good,Prunus,1or2,Harmful,NoDamage,"Stones,WiresRope",Yes,No,No,Yes,No,No,No,No,No
348976,534534,5,0,OnCurb,Alive,Good,Acer,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
98089,296295,5,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
475443,628016,3,0,OnCurb,Alive,Good,Syringa reticulata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
462562,678322,24,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
52047,254276,17,0,OnCurb,Alive,Fair,Tilia cordata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
543131,21170,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,NoDamage,MetalGrates,No,Yes,No,No,No,No,No,No,No
435592,655777,5,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
383363,577650,5,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
364284,519506,2,0,OnCurb,Alive,Good,Crataegus,None,None,Damage,None,No,No,No,No,No,No,No,No,No
575362,58383,9,0,OnCurb,Alive,Fair,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
293854,510071,4,0,OnCurb,Alive,Poor,Acer rubrum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
247879,456731,17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
153834,364350,10,0,OnCurb,Alive,Good,Ulmus parvifolia,1or2,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
614741,133157,0,8,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
614581,84821,11,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,1or2,Harmful,NoDamage,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes
629639,133070,4,0,OnCurb,Alive,Poor,Prunus cerasifera,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
487,193394,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
452878,659859,10,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
428205,625623,18,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
602300,77357,3,0,OnCurb,Alive,Good,Tilia cordata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
614902,118836,2,0,OffsetFromCurb,Alive,Poor,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
89733,287511,38,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,None,No,No,No,No,No,No,No,No,No
63150,241928,4,0,OnCurb,Alive,Good,Zelkova serrata,1or2,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
356035,541203,14,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
150157,271247,3,0,OnCurb,Alive,Good,Eucommia ulmoides,3or4,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
355072,570139,3,0,OnCurb,Alive,Good,Prunus cerasifera,3or4,None,NoDamage,None,No,No,No,No,No,No,No,No,No
301143,382665,4,0,OnCurb,Alive,Good,Quercus imbricaria,None,None,Damage,None,No,No,No,No,No,No,No,No,No
585330,79479,17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Harmful,NoDamage,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No
160746,343178,3,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
199206,396572,8,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
47985,214856,14,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
514765,721326,5,0,OnCurb,Alive,Good,Ulmus americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
582367,63642,4,0,OnCurb,Alive,Fair,Pyrus calleryana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
325380,528609,7,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
297808,498449,15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,Damage,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No
36946,189900,4,0,OnCurb,Alive,Good,Prunus virginiana,1or2,Unsure,NoDamage,None,No,No,No,No,No,No,No,No,No
202847,383021,4,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
313426,460460,13,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
579377,47753,19,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
508288,712107,3,0,OnCurb,Alive,Good,Populus tremuloides,None,None,Damage,None,No,No,No,No,No,No,No,No,No
666770,151121,14,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,None,None,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
668260,133582,4,0,OnCurb,Alive,Poor,Quercus bicolor,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
220855,416537,10,0,OnCurb,Alive,Good,Acer rubrum,None,None,Damage,None,No,No,No,No,No,No,No,No,No
426839,651385,1,0,OnCurb,Alive,Good,Ginkgo biloba,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
627598,98451,8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
300609,517208,6,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
454180,678807,26,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,RootOther,No,No,Yes,No,No,No,No,No,No
189228,379970,20,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,None,None,NoDamage,Sneakers,No,No,No,No,No,No,No,Yes,No
76647,269835,3,0,OnCurb,Alive,Good,Tilia cordata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
380457,533461,3,0,OnCurb,Alive,Fair,Acer rubrum,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
184091,303710,7,0,OnCurb,Alive,Good,Quercus bicolor,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
46517,179298,13,0,OnCurb,Alive,Good,Crataegus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
615858,125795,3,0,OnCurb,Alive,Good,Quercus rubra,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
354791,546987,4,0,OnCurb,Alive,Poor,Acer rubrum,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
409376,584448,6,0,OnCurb,Alive,Good,Acer platanoides 'Crimson King',None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
418766,641532,4,0,OnCurb,Alive,Poor,Tilia tomentosa,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
511689,239811,1,0,OnCurb,Alive,Good,Albizia julibrissin,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
21512,195712,7,0,OnCurb,Alive,Good,Acer rubrum,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
406993,608948,27,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
28992,210183,19,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
559119,37460,3,0,OnCurb,Alive,Fair,Prunus,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
150433,312837,3,0,OnCurb,Alive,Good,Gymnocladus dioicus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
492471,675410,23,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
47395,249456,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,Damage,None,No,No,No,No,No,No,No,No,No
269168,483754,9,0,OnCurb,Alive,Good,Quercus palustris,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
129298,280224,9,0,OnCurb,Alive,Poor,Fraxinus pennsylvanica,1or2,Harmful,NoDamage,"RootOther,TrunkOther",No,No,Yes,No,No,Yes,No,No,No
443394,664921,6,0,OnCurb,Alive,Good,Pyrus calleryana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
318810,530291,24,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No
334271,528920,11,0,OnCurb,Alive,Good,Acer saccharinum,None,None,Damage,None,No,No,No,No,No,No,No,No,No
77514,269468,3,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
656840,167898,9,0,OnCurb,Alive,Poor,Ulmus parvifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
641612,122946,4,0,OnCurb,Alive,Good,Maclura pomifera,1or2,Harmful,NoDamage,None,No,No,No,No,No,No,No,No,No
492079,713191,0,19,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
133380,339142,36,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
34647,243185,5,0,OnCurb,Alive,Good,Ulmus parvifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
669347,166825,8,0,OnCurb,Alive,Good,Zelkova serrata,None,None,Damage,RootOther,No,No,Yes,No,No,No,No,No,No
453203,619833,6,0,OnCurb,Alive,Good,Quercus coccinea,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
669617,177205,6,0,OnCurb,Alive,Good,Cornus kousa,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
545013,29942,9,0,OnCurb,Alive,Good,Pyrus calleryana,3or4,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
613939,125694,9,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,MetalGrates,No,Yes,No,No,No,No,No,No,No
61731,211828,7,0,OnCurb,Alive,Good,Ulmus americana,1or2,Helpful,NoDamage,TrunkOther,No,No,No,No,No,Yes,No,No,No
649987,122294,8,0,OnCurb,Alive,Good,Malus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
264762,468415,4,0,OnCurb,Alive,Good,Ulmus americana,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
63056,223285,11,0,OnCurb,Alive,Poor,Tilia cordata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
103176,317794,27,0,OnCurb,Alive,Good,Quercus palustris,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
447252,632718,3,0,OnCurb,Alive,Good,Crataegus crusgalli var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
487157,715198,15,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
174106,379053,2,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
485534,666785,4,0,OnCurb,Alive,Good,Cladrastis kentukea,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
171882,346996,17,0,OnCurb,Alive,Good,Cornus kousa,1or2,None,Damage,None,No,No,No,No,No,No,No,No,No
93342,302192,9,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
219568,432105,3,0,OnCurb,Alive,Good,Tilia americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
348390,552588,7,0,OnCurb,Alive,Good,Liquidambar styraciflua,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
403956,621116,4,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
269751,479146,4,0,OnCurb,Alive,Fair,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
418759,640295,13,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
361318,578712,8,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
386523,605058,7,0,OnCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
408132,611795,25,0,OnCurb,Alive,Good,Platanus x acerifolia,1or2,Unsure,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
73169,252872,16,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,Damage,None,No,No,No,No,No,No,No,No,No
368059,592514,11,0,OffsetFromCurb,Alive,Fair,Pyrus calleryana,1or2,None,NoDamage,"TrunkOther,BranchLights,BranchOther",No,No,No,No,No,Yes,Yes,No,Yes
243890,429809,15,0,OnCurb,Alive,Good,Tilia cordata,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
329905,523003,30,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
531184,12526,4,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,None,No,No,No,No,No,No,No,No,No
169482,340995,18,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,1or2,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
403631,624475,4,0,OnCurb,Alive,Good,Styphnolobium japonicum,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
449427,668269,26,0,OnCurb,Alive,Fair,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
281387,497886,6,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
327245,548458,3,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,"TrunkOther,BranchOther",No,No,No,No,No,Yes,No,No,Yes
217946,430008,3,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
149272,346682,25,0,OnCurb,Alive,Fair,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
244735,432052,4,0,OnCurb,Alive,Good,Zelkova serrata,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
400897,595119,14,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
585705,91577,4,0,OnCurb,Alive,Good,Quercus rubra,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
121760,309036,6,0,OnCurb,Alive,Good,Zelkova serrata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
232301,434572,6,0,OnCurb,Alive,Good,Tilia americana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
111194,48712,18,0,OnCurb,Alive,Fair,Liquidambar styraciflua,1or2,None,NoDamage,Stones,Yes,No,No,No,No,No,No,No,No
579682,87934,9,0,OnCurb,Alive,Poor,Gleditsia triacanthos var. inermis,None,None,NoDamage,"Stones,TrunkOther,BranchOther",Yes,No,No,No,No,Yes,No,No,Yes
374058,554221,29,0,OnCurb,Alive,Fair,Acer saccharinum,None,None,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
134053,318855,18,0,OnCurb,Alive,Fair,Tilia americana,1or2,Unsure,NoDamage,None,No,No,No,No,No,No,No,No,No
273564,447917,15,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
485481,626682,3,0,OnCurb,Alive,Good,Carpinus betulus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
558003,52057,9,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
191437,396206,14,0,OnCurb,Alive,Good,Styphnolobium japonicum,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
116245,310124,7,0,OnCurb,Alive,Good,Metasequoia glyptostroboides,1or2,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
509051,461042,2,0,OnCurb,Alive,Good,Chamaecyparis pisifera,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
472403,684596,25,0,OffsetFromCurb,Dead,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
581648,92427,25,0,OnCurb,Alive,Good,Zelkova serrata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
328927,547074,12,0,OffsetFromCurb,Alive,Good,Acer platanoides,None,None,Damage,BranchLights,No,No,No,No,No,No,Yes,No,No
438442,656142,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,TrunkOther,No,No,No,No,No,Yes,No,No,No
3305,198084,6,0,OnCurb,Alive,Good,Tilia cordata,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
267436,480550,17,0,OnCurb,Alive,Good,Quercus palustris,None,None,Damage,None,No,No,No,No,No,No,No,No,No
11109,210963,5,0,OnCurb,Alive,Good,Acer rubrum,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
493105,689954,11,0,OnCurb,Alive,Good,Zelkova serrata,None,None,Damage,None,No,No,No,No,No,No,No,No,No
254587,439397,2,0,OnCurb,Alive,Good,Prunus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
221159,434859,15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
334925,548820,6,0,OnCurb,Alive,Good,Acer platanoides,None,None,Damage,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No
101547,276081,22,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
452242,674196,8,0,OnCurb,Alive,Fair,Acer,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
224079,358567,2,0,OnCurb,Alive,Good,Amelanchier,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
5123,212010,3,0,OnCurb,Alive,Good,Malus,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
240716,453684,5,0,OnCurb,Alive,Good,Tilia americana,None,None,NoDamage,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No
393730,584261,3,0,OnCurb,Alive,Good,Fagus sylvatica,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
526725,19186,7,0,OnCurb,Alive,Good,Ginkgo biloba,3or4,Helpful,NoDamage,None,No,No,No,No,No,No,No,No,No
388910,599554,6,0,OnCurb,Alive,Good,Tilia americana,None,None,Damage,None,No,No,No,No,No,No,No,No,No
490155,714543,1,0,OnCurb,Alive,Good,Ostrya virginiana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
139528,316348,3,0,OffsetFromCurb,Alive,Fair,Celtis occidentalis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
644683,140248,6,0,OnCurb,Alive,Fair,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
176157,334325,13,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
530200,25681,31,0,OnCurb,Alive,Good,Ulmus americana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
502840,719134,39,0,OnCurb,Alive,Fair,Platanus x acerifolia,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
109986,317086,10,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
147312,350010,12,0,OnCurb,Alive,Good,Tilia tomentosa,None,None,Damage,None,No,No,No,No,No,No,No,No,No
575967,87675,12,0,OnCurb,Alive,Fair,Tilia cordata,1or2,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
58783,22789,3,0,OnCurb,Alive,Fair,Carpinus caroliniana,1or2,None,NoDamage,None,No,No,No,No,No,No,No,No,No
585213,85290,8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
129316,327884,16,0,OnCurb,Alive,Good,Acer platanoides,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
521347,11702,33,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,Stones,Yes,No,No,No,No,No,No,No,No
89588,288617,12,0,OnCurb,Alive,Fair,Acer platanoides,None,None,NoDamage,BranchLights,No,No,No,No,No,No,Yes,No,No
408354,633947,10,0,OnCurb,Alive,Good,Quercus palustris,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
581683,76932,6,0,OnCurb,Alive,Good,Quercus palustris,1or2,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
62970,268432,0,6,OnCurb,Stump,Good,No Observation,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
2583,311,4,0,OnCurb,Alive,Good,Ulmus pumila,None,Helpful,Damage,None,No,No,No,No,No,No,No,No,No
298375,508661,7,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
531319,715,5,0,OnCurb,Alive,Fair,Prunus cerasifera,1or2,None,NoDamage,"RootOther,BranchLights",No,No,Yes,No,No,No,Yes,No,No
86189,274784,23,0,OnCurb,Alive,Good,Quercus palustris,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
423501,643518,24,0,OnCurb,Alive,Good,Platanus x acerifolia,None,None,Damage,None,No,No,No,No,No,No,No,No,No
306952,482417,12,0,OnCurb,Alive,Good,Pyrus calleryana,None,None,NoDamage,None,No,No,No,No,No,No,No,No,No
