boro_ct,ntaname,ALAND,pop2020,pop2010,pop2000,trees15,trees05,trees95,geometry,ppt_2020,ppt_2010,ppt_2000,blocks,trees_per_block15,trees_per_block05,trees_per_block95,trees_per_block15_bins,trees_per_block05_bins,trees_per_block95_bins
3005400,Bay Ridge,161905.0,3426,3139.0,3205.0,191,158.0,192.0,"POLYGON ((-74.03599000014518 40.6185960000142, -74.03331300001479 40.61794499984573, -74.03230599965114 40.61742699959445, -74.0318780006097 40.61721299980888, -74.03084500022112 40.616699000510344, -74.03048499953485 40.61651800010319, -74.0312279997071 40.6157230000333, -74.03151500003354 40.61532999990965, -74.03389899965903 40.616510999969975, -74.03386599979873 40.61659399975392, -74.0359249992467 40.61705499989351, -74.03568200006717 40.61667100000625, -74.03797499999878 40.615858999725646, -74.0383639992198 40.61651299950713, -74.04008300010328 40.615778999881584, -74.0401910000121 40.61573499935581, -74.04051199985975 40.615582999636, -74.04078499951528 40.617017000031446, -74.04062599929546 40.61703899992844, -74.04050200075814 40.61706799973831, -74.04039099997037 40.61707999974855, -74.03918299980987 40.61785599935211, -74.03689500018827 40.61866299965188, -74.03697200000985 40.61879500007171, -74.03599000014518 40.6185960000142))",17.93717277486911,19.867088607594937,16.692708333333332,8.801671293017108,21.70042411735277,17.951136180846795,21.814038903307498, 21 to 30, 11 to 20, 21 to 30
3005601,Bay Ridge,173443.0,2692,2505.0,2515.0,170,,,"POLYGON ((-74.03151500003354 40.61532999990965, -74.03194700000718 40.61481499934616, -74.03202100041683 40.614727999994955, -74.03263699994365 40.614009999843965, -74.03387300032688 40.61461400033784, -74.03453899980724 40.614939000128224, -74.03457899946162 40.614859999813994, -74.0347010002631 40.61465799983348, -74.03534800007519 40.6144279999561, -74.03706800056385 40.6138190001765, -74.03852400018286 40.61331000048203, -74.03864200011589 40.61329000064275, -74.03892799955565 40.61316900026486, -74.03902599983518 40.61315900005664, -74.03924299971891 40.613418000220115, -74.03947100051643 40.61371099974799, -74.03993399958085 40.61438900009867, -74.04024099987528 40.61487000063211, -74.04033199933977 40.615092999478506, -74.04043599970184 40.61532499947057, -74.04051199985975 40.615582999636, -74.0401910000121 40.61573499935581, -74.04008300010328 40.615778999881584, -74.0383639992198 40.61651299950713, -74.03797499999878 40.615858999725646, -74.03568200006717 40.61667100000625, -74.0359249992467 40.61705499989351, -74.03386599979873 40.61659399975392, -74.03389899965903 40.616510999969975, -74.03151500003354 40.61532999990965))",15.83529411764706,,,9.428913709118103,18.029648509308533,,, 11 to 20,nan,nan
3005602,Bay Ridge,135056.0,1734,1586.0,1523.0,132,,,"POLYGON ((-74.03263699994365 40.614009999843965, -74.033162999773 40.6134020000231, -74.03364799995666 40.61283299962696, -74.03411000022258 40.61229600023062, -74.03432899972033 40.61204300052668, -74.03487099959088 40.61136599928339, -74.03502700012554 40.61129700007277, -74.03534400018577 40.610989000195524, -74.03566600032377 40.61067900059323, -74.03575799964204 40.6105859999835, -74.03591099973804 40.61043700026868, -74.0359849997085 40.61032999925308, -74.03604199933257 40.610215999731764, -74.03607900016098 40.61009599935987, -74.03609499975853 40.609974000153514, -74.03609199987469 40.60985300014821, -74.03606700021619 40.60977200044143, -74.03602800048344 40.60969199976702, -74.03597499988564 40.60961699966863, -74.03590899928876 40.60954800019407, -74.0358330003197 40.609488000449005, -74.03573399983267 40.609390000598765, -74.03604000067025 40.60929599935322, -74.03607500045261 40.60927900000474, -74.03611100000396 40.60931399998438, -74.03615500027091 40.609385000317914, -74.03621799977623 40.609489000729255, -74.0363030003014 40.60968200014737, -74.03641600014384 40.610002999993505, -74.03652300053615 40.61039099942397, -74.03665800003095 40.61067800051757, -74.0367610008236 40.610943999783025, -74.03695799981986 40.61118600059398, -74.03721000030426 40.611463999909176, -74.03741700007 40.61164400030332, -74.03760600051554 40.611818999640015, -74.03788400046885 40.612101000854295, -74.03846300018195 40.612614999817595, -74.03902599983518 40.61315900005664, -74.03892799955565 40.61316900026486, -74.03864200011589 40.61329000064275, -74.03852400018286 40.61331000048203, -74.03706800056385 40.6138190001765, -74.03534800007519 40.6144279999561, -74.0347010002631 40.61465799983348, -74.03457899946162 40.614859999813994, -74.03453899980724 40.614939000128224, -74.03387300032688 40.61461400033784, -74.03263699994365 40.614009999843965))",13.136363636363637,,,7.342074167874485,17.978570766496862,,, 11 to 20,nan,nan
3005800,Bay Ridge,193316.0,3450,3152.0,3308.0,220,179.0,125.0,"POLYGON ((-74.02956400002543 40.61983299939819, -74.0282050000952 40.61917300037889, -74.02870000000325 40.61859300014048, -74.0293020000931 40.61789599999623, -74.03048499953485 40.61651800010319, -74.03084500022112 40.616699000510344, -74.0318780006097 40.61721299980888, -74.03230599965114 40.61742699959445, -74.03331300001479 40.61794499984573, -74.03599000014518 40.6185960000142, -74.03571099941423 40.619274999849786, -74.03543700027268 40.61995599997921, -74.03515799991125 40.62063800041291, -74.03488600030806 40.621319999998505, -74.03219500013958 40.62068799996801, -74.03204999971685 40.621040999848546, -74.03021099934283 40.620148999665695, -74.02956400002543 40.61983299939819))",15.681818181818182,17.608938547486034,26.464,10.509273263215437,20.933892809700183,17.032576422437874,11.894257278238738, 21 to 30, 11 to 20, 11 to 20
3005900,Carroll Gardens-Columbia Street-Red Hook,355163.0,1742,1384.0,1099.0,378,184.0,106.0,"POLYGON ((-74.0033459995328 40.67962999987113, -74.00301800034768 40.679148000244425, -74.0025540005331 40.67865900055947, -74.0022550001443 40.67820499979492, -74.00201099929426 40.6779130002578, -74.00153900001911 40.677267999835415, -74.00105499968782 40.6763749999373, -74.00103100050684 40.67622699933586, -74.00094199931586 40.676030999365494, -74.00069900072015 40.67557100032818, -74.00090400002942 40.675637000619375, -74.00121300017142 40.675870000104275, -74.00129500030367 40.675824000508086, -74.00135399954229 40.67579100063693, -74.0019070005591 40.67591699991057, -74.00319400034397 40.67627100014391, -74.00350300055902 40.67563100022291, -74.0050809997367 40.67606700032744, -74.00476400002333 40.67671000062775, -74.00649099995468 40.677193999701586, -74.0062980000217 40.67760399987382, -74.00679699979966 40.67794499967969, -74.00830199976565 40.67896999999208, -74.0089209999104 40.67843099951876, -74.00954399944098 40.67789800051745, -74.0110550000272 40.67892599992536, -74.0117000004965 40.67936500006251, -74.01045099987174 40.68043100055004, -74.00919999977623 40.681495999642145, -74.00795200024373 40.68256000022811, -74.00691899975635 40.683450999657445, -74.00687299950371 40.68348699980917, -74.00671299974553 40.6836150008905, -74.00662299970547 40.683657999222596, -74.00581899925467 40.68365599959394, -74.00596000017923 40.683362999186535, -74.006065000622 40.683201999892425, -74.00567500073534 40.68293000005139, -74.00560099918376 40.682815999459834, -74.00503699950406 40.681911000167815, -74.00456899950231 40.681150000254114, -74.00447300028385 40.68099300007874, -74.00384100000984 40.680176999938084, -74.00371800015921 40.68002099979681, -74.00352500052179 40.679790000282985, -74.00343100078126 40.679708000254955, -74.0033459995328 40.67962999987113))",4.608465608465608,7.521739130434782,10.367924528301886,19.307791491565023,19.57758867269395,9.529831523216101,5.490011638374494, 11 to 20, 1 to 10, 1 to 10
3006000,Bay Ridge,152260.0,2876,2826.0,2907.0,194,185.0,138.0,"POLYGON ((-74.02835000032015 40.622799000177736, -74.0286439999048 40.62208599995927, -74.02867899953792 40.62199599988399, -74.0289239994348 40.62140400030772, -74.02900899994474 40.62119199930941, -74.02919999985332 40.6207209999568, -74.02930300016288 40.620466999985744, -74.02956400002543 40.61983299939819, -74.03021099934283 40.620148999665695, -74.03204999971685 40.621040999848546, -74.03219500013958 40.62068799996801, -74.03488600030806 40.621319999998505, -74.03460099920203 40.6220009999732, -74.0343230003211 40.62268300002573, -74.03404300018562 40.623362999762996, -74.03374200013296 40.62409899946532, -74.03106000034954 40.62346299980372, -74.02835000032015 40.622799000177736))",14.824742268041238,15.275675675675675,21.065217391304348,8.277338384081931,23.43748569867332,22.350179661106,16.67202590936556, 21 to 30, 21 to 30, 11 to 20
3006200,Bay Ridge,162273.0,2958,2853.0,3062.0,220,179.0,182.0,"POLYGON ((-74.02715300028568 40.62572699978116, -74.0274379999379 40.62502700003751, -74.02773399916066 40.62430100004624, -74.02799100002348 40.6236829999449, -74.02803600057787 40.62357199945973, -74.02835000032015 40.622799000177736, -74.03106000034954 40.62346299980372, -74.03374200013296 40.62409899946532, -74.03338899971823 40.624968000088415, -74.03310799976268 40.6256470002727, -74.03283300071085 40.62632899967856, -74.0325549998793 40.62701000009104, -74.02987100056433 40.62637400040869, -74.02715300028568 40.62572699978116))",13.445454545454545,15.938547486033519,16.824175824175825,8.82167694470069,24.93856909282506,20.290926670980387,20.63099806770073, 21 to 30, 21 to 30, 21 to 30
3006300,Carroll Gardens-Columbia Street-Red Hook,103152.0,2007,1892.0,1821.0,201,133.0,118.0,"POLYGON ((-73.99908099973709 40.68481600021888, -73.99940099966757 40.684143999315765, -73.99972499996937 40.683473000071324, -74.00004800018151 40.68280300006176, -74.00037100011404 40.682133000573884, -74.00069299993254 40.681463000439074, -74.00073000041377 40.68138800004225, -74.00101799908798 40.680791999889166, -74.00112200011431 40.680569000298256, -74.00133999969768 40.68012100024698, -74.00151599963264 40.679753000637035, -74.00190500027658 40.67893499997465, -74.0022550001443 40.67820499979492, -74.0025540005331 40.67865900055947, -74.00301800034768 40.679148000244425, -74.0033459995328 40.67962999987113, -74.00334999982158 40.67972899982003, -74.00333000045353 40.679825000326076, -74.00326299920644 40.67998200026129, -74.00321999945076 40.680078000172124, -74.00294400038526 40.68058099998128, -74.00261700015322 40.681226000036574, -74.0023000007785 40.68190599984804, -74.00195699963126 40.68259300036695, -74.001609000525 40.68323499969759, -74.00128099992459 40.683908999722455, -74.00095799988515 40.684579000427746, -74.00071399993743 40.68510099987287, -74.00064200047066 40.68524700028806, -73.99986499956005 40.6850360001806, -73.99908099973709 40.68481600021888))",9.985074626865671,14.225563909774436,15.432203389830509,5.607671148002228,35.84375664960447,23.71751061889251,21.04260340623546,31 to 40, 21 to 30, 21 to 30
3006400,Bay Ridge,203176.0,3623,3478.0,3484.0,291,235.0,216.0,"POLYGON ((-74.02536100031924 40.63010900035618, -74.02565999961288 40.629378000629, -74.02595800018206 40.6286479996045, -74.02626300056454 40.6279199994081, -74.02656100027784 40.62718700039938, -74.02685599951951 40.62645899937428, -74.02957299954078 40.62710299995581, -74.03225600012206 40.627741000546095, -74.03195700005183 40.628471000098266, -74.03165800005326 40.629198999966626, -74.03136000000788 40.629930999788265, -74.0310610006603 40.630660999870784, -74.03076399940592 40.63139199954712, -74.02808000042671 40.63075399971963, -74.02536100031924 40.63010900035618))",12.450171821305842,14.8,16.12962962962963,11.045294256694012,26.346061339528294,21.2760289168012,19.555839344804507, 21 to 30, 21 to 30, 11 to 20
3006500,Carroll Gardens-Columbia Street-Red Hook,249988.0,5461,5191.0,5136.0,508,401.0,387.0,"POLYGON ((-73.99620900036093 40.68172399965197, -73.9965270003716 40.681060000849236, -73.99688700009716 40.68031500031218, -73.99728300020165 40.679501999569055, -73.99767200068085 40.67868199929509, -73.99806800028105 40.6778659995878, -73.99841800061085 40.67713200049961, -73.99872799974908 40.67648900038713, -73.99904000074082 40.67584400015498, -73.99935199961874 40.67519999995086, -73.99966099971448 40.674554999695246, -73.99983099930867 40.67419799963498, -73.99988999987424 40.674079000792396, -73.99989800051489 40.674063999754736, -73.99990999944944 40.674037000250166, -73.999923999947 40.6740039996463, -74.0004389999613 40.674807999900416, -74.00121300017142 40.675870000104275, -74.00090400002942 40.675637000619375, -74.00069900072015 40.67557100032818, -74.00094199931586 40.676030999365494, -74.00103100050684 40.67622699933586, -74.00105499968782 40.6763749999373, -74.00153900001911 40.677267999835415, -74.00201099929426 40.6779130002578, -74.0022550001443 40.67820499979492, -74.00190500027658 40.67893499997465, -74.00151599963264 40.679753000637035, -74.00133999969768 40.68012100024698, -74.00112200011431 40.680569000298256, -74.00101799908798 40.680791999889166, -74.00073000041377 40.68138800004225, -74.00069299993254 40.681463000439074, -74.00037100011404 40.682133000573884, -74.00004800018151 40.68280300006176, -73.9981919994278 40.68228700029792, -73.99620900036093 40.68172399965197))",10.75,12.945137157107231,13.271317829457365,13.59014362248702,37.380031742963666,29.506678600252815,28.47652024513177,31 to 40, 21 to 30, 21 to 30
3006600,Bay Ridge,153740.0,3974,3663.0,3631.0,233,188.0,181.0,"POLYGON ((-74.02423800053094 40.632859000088146, -74.02451999941202 40.63216699999275, -74.02479199999077 40.6315060001888, -74.02507099949136 40.630813999956935, -74.02536100031924 40.63010900035618, -74.02808000042671 40.63075399971963, -74.03076399940592 40.63139199954712, -74.03047299964736 40.63209899949386, -74.03019099912068 40.63279100040825, -74.02991300056071 40.63347400050529, -74.02963299958519 40.63415300049223, -74.02695100007122 40.633515999496595, -74.02603899942949 40.63330299980647, -74.02517700081233 40.63309600021905, -74.02423800053094 40.632859000088146))",17.05579399141631,19.48404255319149,20.060773480662984,8.357795896287639,27.878163440614028,22.493968784701448,21.656427393781712, 21 to 30, 21 to 30, 21 to 30
3006700,Carroll Gardens-Columbia Street-Red Hook,156139.0,3618,3301.0,3500.0,359,368.0,321.0,"POLYGON ((-73.99440800010461 40.68545299943256, -73.99457800051907 40.68509999961841, -73.99490100025625 40.68443000014835, -73.9952320000912 40.6837410003781, -73.99555799914367 40.68306900036673, -73.99588100004867 40.682394999611454, -73.99620900036093 40.68172399965197, -73.9981919994278 40.68228700029792, -74.00004800018151 40.68280300006176, -73.99972499996937 40.683473000071324, -73.99940099966757 40.684143999315765, -73.99908099973709 40.68481600021888, -73.99818899993917 40.68669999974609, -73.99727799943577 40.68639799990142, -73.99712399942707 40.6863469995287, -73.9964879999228 40.68613799958296, -73.99635799977558 40.68609599973411, -73.99618000014578 40.68603699991987, -73.9960279991943 40.68598700012255, -73.99538600031379 40.68577500042674, -73.99474399952055 40.68556300017391, -73.99453800079499 40.68549499993014, -73.99440800010461 40.68545299943256))",10.07799442896936,8.970108695652174,10.903426791277258,8.48821317451838,42.29394250814979,43.35423633147388,37.81714636522586,> 40,> 40,31 to 40
3006800,Bay Ridge,185509.0,5491,4870.0,4781.0,209,204.0,189.0,"POLYGON ((-74.02291000028288 40.63610800047211, -74.02323500009237 40.63531800003061, -74.02351799998516 40.634616000078104, -74.02388399984007 40.63372400000204, -74.02423800053094 40.632859000088146, -74.02517700081233 40.63309600021905, -74.02603899942949 40.63330299980647, -74.02695100007122 40.633515999496595, -74.02963299958519 40.63415300049223, -74.02935699956903 40.63483699991531, -74.02913400043737 40.63537299968481, -74.02894199944494 40.63586699965197, -74.02880699981111 40.63618899924038, -74.02865799983596 40.63654599963847, -74.02827899927911 40.637468000005704, -74.0278840004412 40.637345000279005, -74.02735300003874 40.63718000022159, -74.02566599938336 40.63666700025183, -74.02547200020204 40.63714000017265, -74.02291000028288 40.63610800047211))",26.272727272727273,23.872549019607842,25.296296296296298,10.084859886330321,20.724135224059214,20.228342515349663,18.740964389221013, 21 to 30, 21 to 30, 11 to 20
