boro_ct,ntaname,ALAND,pop2020,pop2010,pop2000,trees15,trees05,trees95,geometry,ppt_2020,ppt_2010,ppt_2000,blocks,trees_per_block15,trees_per_block05,trees_per_block95,trees_per_block15_bins,trees_per_block05_bins,trees_per_block95_bins
1011700,Hudson Yards-Chelsea-Flatiron-Union Square,196623.0,5256,3364.0,340.0,139,34.0,103.0,"POLYGON ((-73.99547400030258 40.75962700063857, -73.99594299980731 40.75898100041471, -73.99640900007984 40.75833899980399, -73.99663600001476 40.75801299997047, -73.99680099985568 40.75778900030831, -73.99685200009955 40.75773299979317, -73.99692199948521 40.75763800008794, -73.99695599982257 40.75759099973966, -73.99702800025392 40.75749099984563, -73.99723299995068 40.7572090002337, -73.99730599964829 40.75711000027672, -73.99866899986445 40.75770599994525, -74.00013799905939 40.758306999911554, -74.00006699987023 40.758403000665844, -74.00284300037795 40.75968599981854, -74.00305200001414 40.759781999697836, -74.00347299930364 40.75997300025087, -74.00382599950814 40.760133000183096, -74.00360400067754 40.760457000222424, -74.00341100034062 40.76073900035838, -74.00319100010877 40.761059999665754, -74.0027980001962 40.760943000048876, -74.00274800075647 40.76102400015767, -74.00229600062063 40.761542000466804, -74.00458900018921 40.762494000171706, -74.00445200027512 40.76268099961237, -74.00215499949348 40.7617039992981, -74.0017160003024 40.76220799950858, -74.00127800005258 40.76207599989429, -74.00115100100935 40.76202600014673, -74.0010359991987 40.761968000308954, -73.99934800009949 40.7612569996087, -73.99923499975569 40.761209000262944, -73.99831500024003 40.76082300003039, -73.99623199987205 40.7599459998841, -73.99547400030258 40.75962700063857))",37.81294964028777,98.94117647058823,3.3009708737864076,10.689052312448059,13.003959185242826,3.180824548908317,9.636027309928137, 11 to 20, 1 to 10, 1 to 10
1011800,Lenox Hill-Roosevelt Island,176760.0,9688,8767.0,8605.0,372,356.0,299.0,"POLYGON ((-73.9597769997678 40.76686799978675, -73.95935299962173 40.766688000612035, -73.95918200066043 40.76661600008637, -73.9578679993489 40.76606000029645, -73.95741199995916 40.76586800069764, -73.95746399980655 40.76579500048517, -73.95786900021405 40.76524200053481, -73.95832100006912 40.76461700020895, -73.9587809993222 40.763990000274305, -73.95924000074695 40.7633659995754, -73.9596949997316 40.76273999957398, -73.96127499992225 40.76340399963733, -73.96206399971472 40.763735000098954, -73.96429899976387 40.764683000668825, -73.9638430000723 40.765308999750154, -73.96340099990996 40.765911000460925, -73.96292899962168 40.76655899989904, -73.9624700003851 40.7671850000006, -73.96214500058504 40.76763099949452, -73.96201399916539 40.76781200004083, -73.96154399995726 40.76761299980672, -73.9614030006777 40.767553999973416, -73.9604970000384 40.767172000366635, -73.9597769997678 40.76686799978675))",26.043010752688172,24.626404494382022,28.779264214046822,9.60923639018995,38.71275353156823,37.04768886354379,31.115895983706725,31 to 40,31 to 40,31 to 40
1011900,Midtown-Midtown South,177591.0,1666,1120.0,1405.0,31,50.0,51.0,"POLYGON ((-73.98225599943059 40.75738700026265, -73.98271200036166 40.756771000205354, -73.98316800052947 40.756140000453954, -73.98362399961543 40.755516000398345, -73.98411799968011 40.75484199977057, -73.9863979998742 40.755803999891185, -73.9869490008632 40.75603599978346, -73.98979100050316 40.757234000512234, -73.98929699990349 40.7579070003317, -73.98884200029275 40.75853300017196, -73.98839100049484 40.7591640006028, -73.9879270003175 40.75979099970979, -73.98532199978955 40.75868699984569, -73.98508499983188 40.7585889996237, -73.98225599943059 40.75738700026265))",53.74193548387097,22.4,27.54901960784314,9.654412196029778,3.210967107116915,5.178979205027282,5.282558789127828, 1 to 10, 1 to 10, 1 to 10
1012000,Upper East Side-Carnegie Hill,173024.0,3905,3971.0,3965.0,423,410.0,374.0,"POLYGON ((-73.96155900058181 40.76843700000572, -73.96201399916539 40.76781200004083, -73.96214500058504 40.76763099949452, -73.9624700003851 40.7671850000006, -73.96292899962168 40.76655899989904, -73.96340099990996 40.765911000460925, -73.9638430000723 40.765308999750154, -73.96429899976387 40.764683000668825, -73.96475500084249 40.76405800009436, -73.96635900059646 40.76473199975861, -73.96797399968791 40.76541299979991, -73.96752000021168 40.766038999956436, -73.96706399952143 40.766667000271134, -73.96660700035046 40.76729100050702, -73.96614999931447 40.767917000524065, -73.9656930005492 40.768544000118624, -73.96523799956483 40.76916900002232, -73.96478199999784 40.769795999963954, -73.96316099968986 40.76911299995166, -73.96155900058181 40.76843700000572))",9.231678486997636,9.685365853658537,10.601604278074866,9.406135535054458,44.9706469169595,43.58857029776217,39.76128119844646,> 40,> 40,31 to 40
1012200,Upper East Side-Carnegie Hill,172615.0,3425,3633.0,3914.0,370,433.0,413.0,"POLYGON ((-73.96478199999784 40.769795999963954, -73.96523799956483 40.76916900002232, -73.9656930005492 40.768544000118624, -73.96614999931447 40.767917000524065, -73.96660700035046 40.76729100050702, -73.96706399952143 40.766667000271134, -73.96752000021168 40.766038999956436, -73.96797399968791 40.76541299979991, -73.96958500022055 40.76609099976008, -73.97118900055312 40.766767000496706, -73.97072800032169 40.76739400062509, -73.9702809991557 40.768024999464124, -73.96982500023543 40.76864599957595, -73.96936499992538 40.76927100016653, -73.96890400023247 40.76990099978417, -73.96844100040782 40.77051699945002, -73.96799400007117 40.7711469998006, -73.96638699960405 40.77047799992623, -73.96478199999784 40.769795999963954))",9.256756756756756,8.390300230946883,9.476997578692494,9.383900992830043,39.42923100773398,46.142856827969766,44.011547043767926,31 to 40,> 40,> 40
1012400,Lenox Hill-Roosevelt Island,171573.0,10845,10218.0,10714.0,286,271.0,289.0,"POLYGON ((-73.95009300098025 40.76703599981004, -73.95065899985372 40.76641500000171, -73.95121900035417 40.765768000268004, -73.95178199987143 40.76511499919628, -73.95230800040162 40.764555000087675, -73.95243999976897 40.76458500015609, -73.95257300087859 40.764644999739005, -73.95263900005169 40.7646729998013, -73.95470100014835 40.7655449994932, -73.95516000052578 40.7649179997873, -73.9569410002958 40.765668999795025, -73.95741199995916 40.76586800069764, -73.9569559995774 40.766493000357016, -73.95672799938203 40.766801000001934, -73.95649599993824 40.76711900043749, -73.95599900030922 40.76780399994976, -73.95574600048089 40.768149000273525, -73.95550200001884 40.768485000155245, -73.9552640009085 40.768809000367995, -73.95503699982366 40.769119999619356, -73.95429900038371 40.768808000324455, -73.9534929997208 40.76846699999922, -73.9527879989966 40.76817000014158, -73.95049599958759 40.7672050000831, -73.9503990000985 40.76716199936101, -73.95028099934119 40.767121999767795, -73.95009300098025 40.76703599981004))",37.91958041958042,37.70479704797048,37.07266435986159,9.32725455518251,30.6628277708031,29.05463750310364,30.984465824342994,31 to 40, 21 to 30,31 to 40
1012500,Midtown-Midtown South,174253.0,2901,2719.0,1762.0,42,44.0,123.0,"POLYGON ((-73.98042599922454 40.75989900011056, -73.98088600029001 40.759270000160555, -73.98134100014481 40.758644999690276, -73.98179399962477 40.75802099964192, -73.98225599943059 40.75738700026265, -73.98508499983188 40.7585889996237, -73.98532199978955 40.75868699984569, -73.9879270003175 40.75979099970979, -73.98747500037027 40.760404999772355, -73.98701499986882 40.761037999472464, -73.98685500081345 40.76125599961354, -73.98656100017189 40.761659999972125, -73.98610399941295 40.76228999952941, -73.98404999997798 40.76142400009091, -73.98326299976823 40.76109400008143, -73.98042599922454 40.75989900011056))",69.07142857142857,61.79545454545455,14.325203252032521,9.47294788809555,4.433677931742926,4.644805452302113,12.984342514389997, 1 to 10, 1 to 10, 11 to 20
1012700,Clinton,174025.0,7282,6928.0,7278.0,330,328.0,264.0,"POLYGON ((-73.98610399941295 40.76228999952941, -73.98656100017189 40.761659999972125, -73.98685500081345 40.76125599961354, -73.98701499986882 40.761037999472464, -73.98747500037027 40.760404999772355, -73.9879270003175 40.75979099970979, -73.98871799973006 40.76012499995338, -73.99076399957593 40.76098800028425, -73.99236299953162 40.76166000072275, -73.99265599951067 40.76178400009764, -73.99360900000482 40.762184000149475, -73.99315600082933 40.762806000471585, -73.99270100040141 40.763431000227186, -73.99224399957615 40.76405700057373, -73.99178800061789 40.7646839995828, -73.98894700014401 40.76348600001747, -73.98759400054573 40.76291599980394, -73.98610399941295 40.76228999952941))",22.066666666666666,21.121951219512194,27.568181818181817,9.460553082161157,34.881681560695306,34.67027743002443,27.905345248556248,31 to 40,31 to 40, 21 to 30
1012800,Upper East Side-Carnegie Hill,178793.0,6545,6270.0,6639.0,447,368.0,359.0,"POLYGON ((-73.95825499946433 40.77296499960646, -73.95848299989818 40.7726489995847, -73.95861899916446 40.772464000228744, -73.95871700005952 40.77233099992261, -73.95918200030529 40.77169700048383, -73.95964499975211 40.7710639993296, -73.9601089994058 40.77043200053407, -73.96060199985013 40.76974899985112, -73.96110199944093 40.769058999648976, -73.96155900058181 40.76843700000572, -73.96316099968986 40.76911299995166, -73.96478199999784 40.769795999963954, -73.96431899947302 40.77042300014436, -73.96382400101959 40.771103999597806, -73.9633259995675 40.77178599943156, -73.96286499984663 40.77241999996978, -73.96240199956507 40.773053999779115, -73.96193899911461 40.77369000062461, -73.96147499975122 40.7743239994649, -73.95985699969962 40.77364300006922, -73.95825499946433 40.77296499960646))",14.642058165548098,17.03804347826087,18.493036211699163,9.719756743104956,45.988805256581635,37.861029830921794,36.93508073179599,> 40,31 to 40,31 to 40
1013000,Upper East Side-Carnegie Hill,178226.0,3911,4195.0,4622.0,399,524.0,517.0,"POLYGON ((-73.96147499975122 40.7743239994649, -73.96193899911461 40.77369000062461, -73.96240199956507 40.773053999779115, -73.96286499984663 40.77241999996978, -73.9633259995675 40.77178599943156, -73.96382400101959 40.771103999597806, -73.96431899947302 40.77042300014436, -73.96478199999784 40.769795999963954, -73.96638699960405 40.77047799992623, -73.96799400007117 40.7711469998006, -73.96753399989976 40.77177599982536, -73.96703900048476 40.77246100037737, -73.96653699986126 40.773140000243025, -73.96607399942202 40.773772999575854, -73.96561000025257 40.77440699982205, -73.96514800005909 40.77504499981994, -73.96468700021055 40.7756770000955, -73.9630869995493 40.775002999396186, -73.96173600033323 40.77443400000762, -73.96147499975122 40.7743239994649))",9.802005012531328,8.005725190839694,8.940038684719536,9.688932817820742,41.18100594795372,54.08232360082143,53.35984981226084,> 40,> 40,> 40
1013100,Midtown-Midtown South,174135.0,3962,2816.0,2086.0,117,110.0,120.0,"POLYGON ((-73.97860099986218 40.76239599991652, -73.97905700011684 40.761771000347125, -73.97951300032446 40.76114799989143, -73.97997200084771 40.760525000294464, -73.98042599922454 40.75989900011056, -73.98326299976823 40.76109400008143, -73.98404999997798 40.76142400009091, -73.98610399941295 40.76228999952941, -73.98564700050595 40.76291499963237, -73.98519200032182 40.76354299989163, -73.98473399977138 40.76417000050738, -73.98428299935624 40.764791999996255, -73.9824699990895 40.76403299985919, -73.98143400076886 40.76359399946984, -73.98029500010719 40.763112000019525, -73.97860099986218 40.76239599991652))",33.863247863247864,25.6,17.383333333333333,9.466533032392663,12.359329397536396,11.619882339564132,12.676235279524509, 11 to 20, 11 to 20, 11 to 20
1013300,Clinton,174355.0,6782,6208.0,5805.0,262,242.0,200.0,"POLYGON ((-73.98428299935624 40.764791999996255, -73.98473399977138 40.76417000050738, -73.98519200032182 40.76354299989163, -73.98564700050595 40.76291499963237, -73.98610399941295 40.76228999952941, -73.98759400054573 40.76291599980394, -73.98894700014401 40.76348600001747, -73.99178800061789 40.7646839995828, -73.99133300048912 40.76530999956293, -73.99087599916304 40.76593399918802, -73.99072899999976 40.76613699998048, -73.99042200050987 40.76656099968333, -73.98996399993426 40.76718800023068, -73.98712200006325 40.76598900015096, -73.98428299935624 40.764791999996255))",25.885496183206108,25.65289256198347,29.025,9.478492932855675,27.641525066903732,25.5314849854607,21.10040081443033, 21 to 30, 21 to 30, 21 to 30
1013400,Lenox Hill-Roosevelt Island,181769.0,11882,11174.0,10666.0,360,352.0,218.0,"POLYGON ((-73.95268600009851 40.77233999972895, -73.95318799991898 40.77165700009163, -73.95364899959759 40.771023999574666, -73.95386000045424 40.77073199992102, -73.95396599975858 40.77058800022912, -73.9541120007435 40.7703890001335, -73.95457500029286 40.76975499962132, -73.95475600020079 40.76950599957176, -73.95503699982366 40.769119999619356, -73.95667199969668 40.76981000001147, -73.95740399987336 40.770119999898306, -73.95899399976174 40.77078999992929, -73.95906999993699 40.77082200046223, -73.95964499975211 40.7710639993296, -73.95918200030529 40.77169700048383, -73.95871700005952 40.77233099992261, -73.95861899916446 40.772464000228744, -73.95848299989818 40.7726489995847, -73.95825499946433 40.77296499960646, -73.95779399964191 40.773599999940316, -73.9572939992356 40.77428299935241, -73.95671600042353 40.77403800046686, -73.95505499920539 40.77333700052188, -73.9546559996844 40.7731689996923, -73.9540870001199 40.77292899983938, -73.95347299976514 40.772671000313316, -73.95268600009851 40.77233999972895))",33.00555555555555,31.744318181818183,48.92660550458716,9.881541578459139,36.43156253926687,35.621972260616495,22.061335093222716,31 to 40,31 to 40, 21 to 30
1013700,Midtown-Midtown South,226356.0,7308,6471.0,6797.0,127,131.0,114.0,"POLYGON ((-73.97623400032528 40.76567500048795, -73.97670300001855 40.764995999456445, -73.9771960000282 40.76432400027893, -73.97768600024511 40.763645000486115, -73.97813900022442 40.76302399993662, -73.97860099986218 40.76239599991652, -73.98029500010719 40.763112000019525, -73.98143400076886 40.76359399946984, -73.9824699990895 40.76403299985919, -73.98428299935624 40.764791999996255, -73.98382199994349 40.765418000357855, -73.98336699942185 40.766044999961, -73.98287700040635 40.76671500006032, -73.982379999478 40.76740000000268, -73.98214700023313 40.76772999958364, -73.98200299906092 40.767687999648025, -73.98184399986364 40.767673999894704, -73.98163299977656 40.767731999409236, -73.98160599978976 40.76774199984573, -73.98154099948069 40.7677759998961, -73.98147999979841 40.767822000736615, -73.98143099960834 40.7678740003324, -73.97907599929088 40.766876000161474, -73.97623400032528 40.76567500048795))",57.54330708661417,49.396946564885496,59.62280701754386,12.305432860023968,10.320644665217623,10.645704339712665,9.264200723108733, 11 to 20, 11 to 20, 1 to 10
1013800,Yorkville,182092.0,13109,12444.0,12612.0,342,371.0,444.0,"POLYGON ((-73.95033899964662 40.775563999938456, -73.95079800033197 40.77492699981768, -73.95126099981321 40.77429200055225, -73.95172300034858 40.773657000193545, -73.95186300015247 40.77346399938879, -73.95218599987611 40.773020000045456, -73.95268600009851 40.77233999972895, -73.95347299976514 40.772671000313316, -73.9540870001199 40.77292899983938, -73.9546559996844 40.7731689996923, -73.95505499920539 40.77333700052188, -73.95671600042353 40.77403800046686, -73.9572939992356 40.77428299935241, -73.95679800046184 40.77496699984008, -73.95677999952139 40.77499100027133, -73.95658300030023 40.77525900024922, -73.95633400081888 40.7756010001351, -73.95586899903846 40.776235999778095, -73.95540800018303 40.77686800051413, -73.95494499985023 40.777503999577675, -73.95270499982519 40.77656099957061, -73.95223300048698 40.776362000485776, -73.95094399983614 40.775818000251164, -73.95086499934268 40.77578500002294, -73.95033899964662 40.775563999938456))",38.33040935672515,33.54177897574124,28.405405405405407,9.899100886866195,34.54859223161918,37.47815122201964,44.852558335786306,31 to 40,31 to 40,> 40
1013900,Clinton,181585.0,9988,9257.0,9795.0,284,231.0,269.0,"POLYGON ((-73.982379999478 40.76740000000268, -73.98287700040635 40.76671500006032, -73.98336699942185 40.766044999961, -73.98382199994349 40.765418000357855, -73.98428299935624 40.764791999996255, -73.98712200006325 40.76598900015096, -73.98996399993426 40.76718800023068, -73.98950500061046 40.76781599995913, -73.98905100016896 40.768440000466384, -73.98855899935135 40.76911499981932, -73.98806300057045 40.769791000776394, -73.98665600025565 40.76919900044278, -73.9863040000986 40.769052000448774, -73.98599999920309 40.7689239999095, -73.9852180006662 40.768595000072416, -73.98404099994944 40.76809899927214, -73.98381900029868 40.76800499957259, -73.98298499988313 40.76765399987076, -73.982379999478 40.76740000000268))",35.16901408450704,40.073593073593074,36.41263940520446,9.871538752617347,28.769577582289287,23.400607117988823,27.25005763956274, 21 to 30, 21 to 30, 21 to 30
1014000,Upper East Side-Carnegie Hill,179110.0,8050,7813.0,7754.0,408,355.0,437.0,"POLYGON ((-73.95494499985023 40.777503999577675, -73.95540800018303 40.77686800051413, -73.95586899903846 40.776235999778095, -73.95633400081888 40.7756010001351, -73.95658300030023 40.77525900024922, -73.95677999952139 40.77499100027133, -73.95679800046184 40.77496699984008, -73.9572939992356 40.77428299935241, -73.95779399964191 40.773599999940316, -73.95825499946433 40.77296499960646, -73.95985699969962 40.77364300006922, -73.96147499975122 40.7743239994649, -73.96101400075393 40.7749580004359, -73.96051499986682 40.77564200056794, -73.96001700070288 40.776323000400176, -73.95977500014737 40.776654000460965, -73.95955399999386 40.776958999753376, -73.95908999980003 40.777592000594844, -73.95862699930798 40.77822700008514, -73.95816500067401 40.77886100029975, -73.95654599958863 40.7781799997542, -73.95494499985023 40.777503999577675))",19.730392156862745,22.008450704225353,17.74370709382151,9.736989872408476,41.90206679336721,36.458906155993525,44.88039997230752,> 40,31 to 40,> 40
1014200,Upper East Side-Carnegie Hill,178986.0,4463,4462.0,4980.0,420,406.0,274.0,"POLYGON ((-73.95816500067401 40.77886100029975, -73.95862699930798 40.77822700008514, -73.95908999980003 40.777592000594844, -73.95955399999386 40.776958999753376, -73.95977500014737 40.776654000460965, -73.96001700070288 40.776323000400176, -73.96051499986682 40.77564200056794, -73.96101400075393 40.7749580004359, -73.96147499975122 40.7743239994649, -73.96173600033323 40.77443400000762, -73.9630869995493 40.775002999396186, -73.96468700021055 40.7756770000955, -73.96422799981205 40.77630999921091, -73.9637289998689 40.77699399984896, -73.96323000033831 40.777676999689, -73.96316000049711 40.77777200002204, -73.96276800026186 40.77831300005456, -73.96230299974239 40.77894700023635, -73.96183899969952 40.77958399920374, -73.96136099993488 40.7802409998794, -73.95977399982579 40.779542000524, -73.95816500067401 40.77886100029975))",10.626190476190477,10.990147783251231,18.175182481751825,9.730248837602051,43.164363729006745,41.72555160470652,28.159608718447256,> 40,> 40, 21 to 30
1014300,park-cemetery-etc-Manhattan,2992159.0,129,,18.0,935,23.0,12.0,"POLYGON ((-73.95248299957878 40.79825299984372, -73.95091300017641 40.79759700031524, -73.95086800012987 40.79757799978081, -73.95057800005458 40.79745699979346, -73.95054100080795 40.79744199993608, -73.94960399982612 40.7970500004516, -73.9492199999856 40.79691000000259, -73.94940499945953 40.79663099966902, -73.94969500029889 40.796217000302214, -73.95015799926081 40.795588000334675, -73.95061299998217 40.794964999927814, -73.95111099956507 40.79428500054704, -73.95160200011405 40.79360799985489, -73.95207299946907 40.79296699963212, -73.95252199931603 40.792347000048856, -73.95298400007488 40.791721999802746, -73.95343800025044 40.79108500017502, -73.95388899990282 40.79047100016445, -73.95456399976938 40.78955099983418, -73.95481699990738 40.78920500023742, -73.9552749998922 40.78858399985476, -73.95552799997287 40.78824499984459, -73.95577799975517 40.78791400011732, -73.95626200014736 40.787223000448314, -73.95671799971028 40.78660100031768, -73.95716800033377 40.78598299941408, -73.95763599982509 40.78534399999721, -73.95809599928168 40.784717999421844, -73.95855799996082 40.784098000166004, -73.95900399969331 40.7834670000097, -73.95946899967834 40.782833000162604, -73.95992100071675 40.78221300037366, -73.96041599937061 40.78153200035659, -73.96091900073252 40.78085000088571, -73.96136099993488 40.7802409998794, -73.96183899969952 40.77958399920374, -73.96230299974239 40.77894700023635, -73.96276800026186 40.77831300005456, -73.96316000049711 40.77777200002204, -73.96323000033831 40.777676999689, -73.9637289998689 40.77699399984896, -73.96422799981205 40.77630999921091, -73.96468700021055 40.7756770000955, -73.96514800005909 40.77504499981994, -73.96561000025257 40.77440699982205, -73.96607399942202 40.773772999575854, -73.96653699986126 40.773140000243025, -73.96703900048476 40.77246100037737, -73.96753399989976 40.77177599982536, -73.96799400007117 40.7711469998006, -73.96844100040782 40.77051699945002, -73.96890400023247 40.76990099978417, -73.96936499992538 40.76927100016653, -73.96982500023543 40.76864599957595, -73.9702809991557 40.768024999464124, -73.97072800032169 40.76739400062509, -73.97118900055312 40.766767000496706, -73.97164799924965 40.76614300049954, -73.97209900025021 40.765518000415156, -73.97255300050881 40.76489800028565, -73.9730150000608 40.764278999686056, -73.97363599983373 40.764570000011936, -73.97623400032528 40.76567500048795, -73.97907599929088 40.766876000161474, -73.98143099960834 40.7678740003324, -73.98137999936172 40.767976000628764, -73.98138099956826 40.76811399992074, -73.98146300024412 40.768249000388266, -73.981565999569 40.768328000315954, -73.98169500015982 40.768397999623865, -73.98102300014327 40.769272000174546, -73.98056400029425 40.76990500035462, -73.98011199958246 40.770529000257, -73.97965199969396 40.77115600041315, -73.9791929991002 40.77178200073484, -73.9787279997907 40.77241699994368, -73.9782810001065 40.77303099965991, -73.97782700057549 40.77365599968091, -73.97737000016275 40.7742809998407, -73.97691199998508 40.774908999879585, -73.97645799991967 40.7755330000262, -73.97595499991088 40.776219999883615, -73.9754610001735 40.77689900014885, -73.97499700085605 40.77753300014586, -73.97453199963682 40.778167999638505, -73.97406699997899 40.7788049994973, -73.97376699999185 40.77921100073147, -73.97357099997991 40.77947800037092, -73.97172399953071 40.78202099915173, -73.97122300016653 40.782705999450755, -73.9707599998806 40.78334000017842, -73.97030099917366 40.78397499923753, -73.96983200083486 40.78461100074861, -73.96933500041234 40.78529400035531, -73.96884399948749 40.78596699945168, -73.96838500036658 40.78659599985838, -73.96792699934416 40.78722200017596, -73.96745000010729 40.787860999730604, -73.96701000029518 40.78847599950163, -73.9665520008104 40.78910799960987, -73.96609399999161 40.78973400024441, -73.96563199990929 40.790365000143304, -73.96517700000393 40.79099100010377, -73.96468500003094 40.79166399978742, -73.96417600041481 40.79236199949246, -73.96389700004713 40.792750999517146, -73.963804000375 40.792881000547446, -73.96371099975624 40.79301300059571, -73.96322300011047 40.79367500031969, -73.96283399991022 40.79420300057559, -73.96235900008095 40.79485200083577, -73.96189899936255 40.79547999980523, -73.96144000011755 40.79611099957705, -73.9609789999222 40.79673800025027, -73.96052300060823 40.79736899925319, -73.96003699978652 40.79803799936005, -73.9595369999576 40.7987189997847, -73.9590769999275 40.79935200055668, -73.95861899962213 40.79997700054753, -73.95835399967851 40.800337000153256, -73.95819499958563 40.800552999903644, -73.95779800063653 40.80047899977131, -73.95776199930579 40.80047199936614, -73.95528900022786 40.799435000561566, -73.95248299957878 40.79825299984372))",0.13796791443850268,,1.5,162.6632900431906,5.748070137716613,0.1413963777192322,0.07377202315786027, 1 to 10, <1, <1
1014401,Yorkville,74321.0,5040,4864.0,4887.0,163,172.0,143.0,"POLYGON ((-73.94572800112545 40.77362199962636, -73.94808400043756 40.77461099926363, -73.94982300052183 40.77534500001922, -73.95033899964662 40.775563999938456, -73.94987199987294 40.77619600007395, -73.94937400017562 40.77687599997266, -73.94919300080787 40.776798999616034, -73.94798800046416 40.776291999831976, -73.9471220003522 40.775929000009924, -73.94527499976998 40.77514799981109, -73.9447650002792 40.77493600066254, -73.94526699944669 40.774252000335274, -73.94572800112545 40.77362199962636))",30.920245398773005,28.27906976744186,34.17482517482517,4.040326192324662,40.343277310046965,42.570820229006614,35.39318193458108,> 40,> 40,31 to 40
1014402,Yorkville,176870.0,7151,6743.0,6359.0,271,229.0,407.0,"POLYGON ((-73.94223500044255 40.777566999794466, -73.9419580000036 40.77633900012856, -73.94193699980966 40.77603100012752, -73.94235799991091 40.77580499955143, -73.94249099887455 40.77548700068306, -73.94275799973757 40.774871999821286, -73.94433700023971 40.77310799999924, -73.94446600028617 40.77306499989743, -73.94453100030013 40.773092999509174, -73.94475100023485 40.773190999610144, -73.94572800112545 40.77362199962636, -73.94526699944669 40.774252000335274, -73.9447650002792 40.77493600066254, -73.94527499976998 40.77514799981109, -73.9471220003522 40.775929000009924, -73.94798800046416 40.776291999831976, -73.94919300080787 40.776798999616034, -73.94937400017562 40.77687599997266, -73.94896999952033 40.77742899958944, -73.94888000017112 40.77755300055235, -73.94842199904471 40.778181999875706, -73.94796800008052 40.7788069993279, -73.94571099966717 40.77786000015363, -73.94530999992415 40.77769000005586, -73.94387899945049 40.777083000486236, -73.94351299940078 40.77692800067393, -73.94337900049783 40.77686800009555, -73.94291300040044 40.77749300039357, -73.94283300053597 40.77749500029135, -73.9426850000463 40.77749799927356, -73.94259000021147 40.77749999980616, -73.94223500044255 40.777566999794466))",26.387453874538746,29.445414847161572,15.624078624078624,9.615216340421457,28.184493245434503,23.816416801492625,42.32874077819868, 21 to 30, 21 to 30,> 40
1014500,Lincoln Square,177137.0,7532,5542.0,4411.0,246,148.0,219.0,"POLYGON ((-73.98056400029425 40.76990500035462, -73.98102300014327 40.769272000174546, -73.98169500015982 40.768397999623865, -73.981565999569 40.768328000315954, -73.98146300024412 40.768249000388266, -73.98138099956826 40.76811399992074, -73.98137999936172 40.767976000628764, -73.98143099960834 40.7678740003324, -73.98147999979841 40.767822000736615, -73.98154099948069 40.7677759998961, -73.98160599978976 40.76774199984573, -73.98163299977656 40.767731999409236, -73.98184399986364 40.767673999894704, -73.98200299906092 40.767687999648025, -73.98214700023313 40.76772999958364, -73.982379999478 40.76740000000268, -73.98298499988313 40.76765399987076, -73.98381900029868 40.76800499957259, -73.98404099994944 40.76809899927214, -73.9852180006662 40.768595000072416, -73.98599999920309 40.7689239999095, -73.9863040000986 40.769052000448774, -73.98665600025565 40.76919900044278, -73.98806300057045 40.769791000776394, -73.98761499982801 40.7704150005925, -73.98749600012671 40.770575999829305, -73.98714600040056 40.77105400056377, -73.98669500070864 40.77166799956575, -73.98623799942375 40.77229899969741, -73.98532199994703 40.77191500018704, -73.9834679996401 40.77113600058642, -73.98214700040788 40.77057400000104, -73.98149599931581 40.77029799999633, -73.98056400029425 40.76990500035462))",30.617886178861788,37.445945945945944,20.141552511415526,9.629731310528838,25.54588410281308,15.369068484619252,22.74206755494335, 21 to 30, 11 to 20, 21 to 30
1014601,Yorkville,74341.0,4481,4274.0,3846.0,134,166.0,132.0,"POLYGON ((-73.94937400017562 40.77687599997266, -73.94987199987294 40.77619600007395, -73.95033899964662 40.775563999938456, -73.95086499934268 40.77578500002294, -73.95094399983614 40.775818000251164, -73.95223300048698 40.776362000485776, -73.95270499982519 40.77656099957061, -73.95494499985023 40.777503999577675, -73.95448200054821 40.778139000675985, -73.95398400003376 40.778822000505166, -73.95225900040761 40.77809300021432, -73.95174299971825 40.777874999829024, -73.95063699985053 40.777409000257045, -73.94937400017562 40.77687599997266))",33.440298507462686,25.746987951807228,29.136363636363637,4.041413456003118,33.1567164455684,41.07473828331607,32.66184008070917,31 to 40,> 40,31 to 40
1014602,Yorkville,109177.0,9061,7904.0,8257.0,198,215.0,309.0,"POLYGON ((-73.94796800008052 40.7788069993279, -73.94842199904471 40.778181999875706, -73.94888000017112 40.77755300055235, -73.94896999952033 40.77742899958944, -73.94937400017562 40.77687599997266, -73.95063699985053 40.777409000257045, -73.95174299971825 40.777874999829024, -73.95225900040761 40.77809300021432, -73.95398400003376 40.778822000505166, -73.95375800020815 40.77913000043794, -73.95367300016568 40.779247000734955, -73.95349200002795 40.779496000549784, -73.95303299963157 40.78012600025122, -73.95257499931533 40.78075299933579, -73.95207599973537 40.7805419992232, -73.95112700065786 40.78014300038561, -73.95033599923327 40.779810000370105, -73.94844400021267 40.779008000340745, -73.94796800008052 40.7788069993279))",45.76262626262626,36.76279069767442,26.72168284789644,5.935209331136956,33.36023869642874,36.224501614808986,52.062190692911514,31 to 40,31 to 40,> 40
