name,stattrak,weapon,skin,condition,sell_price,sell_listings,url,is_key,is_case,type,prices,items,collection,is_package
MP5-SD | Nitro (Well-Worn),FALSE,MP5-SD,Nitro,Well-Worn,0.34,286,https://steamcommunity.com/market/listings/730/MP5-SD%20%7C%20Nitro%20%28Well-Worn%29,FALSE,FALSE,Industrial Grade SMG,"            date  price  volume
0    Dec 03 2020  0.286      21
1    Dec 04 2020  0.365    1004
2    Dec 05 2020  0.324     613
3    Dec 06 2020  0.382     461
4    Dec 07 2020  0.348     359
..           ...    ...     ...
724  Mar 10 2021  0.270       7
725  Mar 10 2021  0.290       5
726  Mar 10 2021  0.334      29
727  Mar 10 2021  0.287       2
728  Mar 10 2021  0.311       8

[729 rows x 3 columns]",[],The Control Collection,
SCAR-20 | Outbreak (Minimal Wear),FALSE,SCAR-20,Outbreak,Minimal Wear,0.34,303,https://steamcommunity.com/market/listings/730/SCAR-20%20%7C%20Outbreak%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"             date  price  volume
0     Dec 09 2015  0.970    1524
1     Dec 10 2015  0.444    1314
2     Dec 11 2015  0.385    1156
3     Dec 12 2015  0.313    1346
4     Dec 13 2015  0.269    1452
...           ...    ...     ...
2512  Mar 10 2021  0.323       2
2513  Mar 10 2021  0.333       3
2514  Mar 10 2021  0.311       2
2515  Mar 10 2021  0.333       7
2516  Mar 10 2021  0.336       1

[2517 rows x 3 columns]",[],The Revolver Case Collection,
CZ75-Auto | Twist (Field-Tested),FALSE,CZ75-Auto,Twist,Field-Tested,0.34,142,https://steamcommunity.com/market/listings/730/CZ75-Auto%20%7C%20Twist%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Jun 12 2014  0.451     589
1     Jun 13 2014  0.233     516
2     Jun 14 2014  0.196     548
3     Jun 15 2014  0.163     494
4     Jun 16 2014  0.147     517
...           ...    ...     ...
2882  Mar 09 2021  0.264       2
2883  Mar 09 2021  0.285       2
2884  Mar 09 2021  0.270       1
2885  Mar 10 2021  0.310       1
2886  Mar 10 2021  0.320       2

[2887 rows x 3 columns]",[],The Huntsman Collection,
Souvenir MAG-7 | Irradiated Alert (Field-Tested),FALSE,Souvenir MAG-7,Irradiated Alert,Field-Tested,0.34,204,https://steamcommunity.com/market/listings/730/Souvenir%20MAG-7%20%7C%20Irradiated%20Alert%20%28Field-Tested%29,FALSE,FALSE,Souvenir Consumer Grade Shotgun,"             date  price  volume
0     Aug 14 2014  0.680       9
1     Aug 15 2014  0.428      23
2     Aug 16 2014  0.277      80
3     Aug 17 2014  0.221      59
4     Aug 18 2014  0.201      31
...           ...    ...     ...
2655  Mar 10 2021  0.629       2
2656  Mar 10 2021  0.476       1
2657  Mar 10 2021  0.290       1
2658  Mar 10 2021  0.344       1
2659  Mar 10 2021  0.360       2

[2660 rows x 3 columns]",[],The Nuke Collection,
StatTrak™ XM1014 | Scumbria (Field-Tested),TRUE,XM1014,Scumbria,Field-Tested,0.34,113,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20XM1014%20%7C%20Scumbria%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Shotgun,"             date  price  volume
0     Sep 18 2015  1.275     198
1     Sep 19 2015  0.782     203
2     Sep 20 2015  0.608     230
3     Sep 21 2015  0.521     187
4     Sep 22 2015  0.556     163
...           ...    ...     ...
2418  Mar 10 2021  0.320       1
2419  Mar 10 2021  0.320       1
2420  Mar 10 2021  0.310       2
2421  Mar 10 2021  0.300       1
2422  Mar 10 2021  0.354       3

[2423 rows x 3 columns]",[],The Shadow Collection,
Souvenir Five-SeveN | Forest Night (Field-Tested),FALSE,Souvenir Five-SeveN,Forest Night,Field-Tested,0.34,536,https://steamcommunity.com/market/listings/730/Souvenir%20Five-SeveN%20%7C%20Forest%20Night%20%28Field-Tested%29,FALSE,FALSE,Souvenir Consumer Grade Pistol,"             date   price  volume
0     Nov 28 2013  11.114       3
1     Nov 29 2013  14.665       2
2     Nov 30 2013   1.553      57
3     Dec 01 2013   0.924      87
4     Dec 02 2013   1.306      26
...           ...     ...     ...
3111  Mar 09 2021   1.191       2
3112  Mar 10 2021   0.356       1
3113  Mar 10 2021   0.369       3
3114  Mar 10 2021   0.341       3
3115  Mar 10 2021   0.351       1

[3116 rows x 3 columns]",[],The Train Collection,
P250 | Sand Dune (Factory New),FALSE,P250,Sand Dune,Factory New,0.34,274,https://steamcommunity.com/market/listings/730/P250%20%7C%20Sand%20Dune%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade Pistol,"             date  price  volume
0     Nov 28 2013  4.126       4
1     Nov 29 2013  6.664       2
2     Nov 30 2013  5.999       2
3     Dec 01 2013  6.019       4
4     Dec 02 2013  2.365       2
...           ...    ...     ...
3204  Mar 10 2021  0.320       5
3205  Mar 10 2021  0.340       1
3206  Mar 10 2021  0.370      13
3207  Mar 10 2021  0.430       4
3208  Mar 10 2021  0.306       1

[3209 rows x 3 columns]",[],The Dust 2 Collection,
SG 553 | Lush Ruins (Factory New),FALSE,SG 553,Lush Ruins,Factory New,0.34,270,https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Lush%20Ruins%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade Rifle,"            date  price  volume
0    Dec 03 2020  0.614      14
1    Dec 04 2020  0.300     451
2    Dec 05 2020  0.265     293
3    Dec 06 2020  0.266     214
4    Dec 07 2020  0.268     186
..           ...    ...     ...
722  Mar 10 2021  0.313       1
723  Mar 10 2021  0.322       1
724  Mar 10 2021  0.315       2
725  Mar 10 2021  0.323      10
726  Mar 10 2021  0.338      25

[727 rows x 3 columns]",[],The Ancient Collection,
G3SG1 | Black Sand (Battle-Scarred),FALSE,G3SG1,Black Sand,Battle-Scarred,0.34,136,https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Black%20Sand%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"            date  price  volume
0    Nov 19 2019  0.110     976
1    Nov 20 2019  0.122     566
2    Nov 21 2019  0.125     356
3    Nov 22 2019  0.130     391
4    Nov 23 2019  0.125     363
..           ...    ...     ...
765  Mar 09 2021  0.294       1
766  Mar 09 2021  0.266       1
767  Mar 09 2021  6.640       2
768  Mar 09 2021  0.273       1
769  Mar 10 2021  0.301       1

[770 rows x 3 columns]",[],The Shattered Web Collection,
SCAR-20 | Stone Mosaico (Field-Tested),FALSE,SCAR-20,Stone Mosaico,Field-Tested,0.34,274,https://steamcommunity.com/market/listings/730/SCAR-20%20%7C%20Stone%20Mosaico%20%28Field-Tested%29,FALSE,FALSE,Consumer Grade Sniper Rifle,"             date  price  volume
0     Nov 19 2019  0.049    1675
1     Nov 20 2019  0.078     999
2     Nov 21 2019  0.083    1024
3     Nov 22 2019  0.082     890
4     Nov 23 2019  0.094     817
...           ...    ...     ...
1045  Mar 10 2021  0.314       1
1046  Mar 10 2021  0.325       1
1047  Mar 10 2021  0.325       5
1048  Mar 10 2021  0.328       3
1049  Mar 10 2021  0.336       3

[1050 rows x 3 columns]",[],The Canals Collection,
StatTrak™ SCAR-20 | Green Marine (Well-Worn),TRUE,SCAR-20,Green Marine,Well-Worn,0.34,51,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Green%20Marine%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"             date  price  volume
0     Sep 18 2015  4.600       1
1     Sep 19 2015  1.117      13
2     Sep 20 2015  0.902      17
3     Sep 21 2015  0.727      23
4     Sep 22 2015  0.771       7
...           ...    ...     ...
1970  Mar 08 2021  0.241       1
1971  Mar 09 2021  0.287       1
1972  Mar 09 2021  0.261       3
1973  Mar 09 2021  0.249       1
1974  Mar 09 2021  0.309       5

[1975 rows x 3 columns]",[],The Shadow Collection,
StatTrak™ G3SG1 | Digital Mesh (Field-Tested),TRUE,G3SG1,Digital Mesh,Field-Tested,0.34,299,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20G3SG1%20%7C%20Digital%20Mesh%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"            date  price  volume
0    Dec 03 2020  0.294      47
1    Dec 04 2020  0.370    1143
2    Dec 05 2020  0.434     706
3    Dec 06 2020  0.444     644
4    Dec 07 2020  0.456     540
..           ...    ...     ...
731  Mar 10 2021  0.310       3
732  Mar 10 2021  0.342      13
733  Mar 10 2021  0.320       4
734  Mar 10 2021  0.320       3
735  Mar 10 2021  0.303       4

[736 rows x 3 columns]",[],The Operation Broken Fang Collection,
P250 | Valence (Well-Worn),FALSE,P250,Valence,Well-Worn,0.34,164,https://steamcommunity.com/market/listings/730/P250%20%7C%20Valence%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Apr 16 2015  3.110     143
1     Apr 17 2015  2.157     195
2     Apr 18 2015  1.657     263
3     Apr 19 2015  1.381     212
4     Apr 20 2015  1.229     188
...           ...    ...     ...
2709  Mar 10 2021  0.333       1
2710  Mar 10 2021  0.340       1
2711  Mar 10 2021  0.341       1
2712  Mar 10 2021  0.301       1
2713  Mar 10 2021  0.343       1

[2714 rows x 3 columns]",[],The Chroma 2 Collection,
M249 | Impact Drill (Battle-Scarred),FALSE,M249,Impact Drill,Battle-Scarred,0.34,82,https://steamcommunity.com/market/listings/730/M249%20%7C%20Impact%20Drill%20%28Battle-Scarred%29,FALSE,FALSE,Consumer Grade Machinegun,"             date  price  volume
0     May 27 2015  0.163     443
1     May 28 2015  0.124     439
2     May 29 2015  0.138     296
3     May 30 2015  0.156     231
4     May 31 2015  0.225     153
...           ...    ...     ...
2276  Mar 09 2021  0.291       1
2277  Mar 09 2021  0.442       1
2278  Mar 09 2021  0.253       1
2279  Mar 09 2021  0.335       1
2280  Mar 10 2021  0.334       2

[2281 rows x 3 columns]",[],The Chop Shop Collection,
CZ75-Auto | Imprint (Factory New),FALSE,CZ75-Auto,Imprint,Factory New,0.34,394,https://steamcommunity.com/market/listings/730/CZ75-Auto%20%7C%20Imprint%20%28Factory%20New%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 19 2016  2.011      43
1     Aug 20 2016  1.395      68
2     Aug 21 2016  1.174      58
3     Aug 22 2016  0.990      50
4     Aug 23 2016  0.993      36
...           ...    ...     ...
2197  Mar 10 2021  0.315       2
2198  Mar 10 2021  0.318       1
2199  Mar 10 2021  0.327       2
2200  Mar 10 2021  0.340       3
2201  Mar 10 2021  0.280       1

[2202 rows x 3 columns]",[],The Gamma 2 Collection,
MAG-7 | Seabird (Well-Worn),FALSE,MAG-7,Seabird,Well-Worn,0.34,83,https://steamcommunity.com/market/listings/730/MAG-7%20%7C%20Seabird%20%28Well-Worn%29,FALSE,FALSE,Consumer Grade Shotgun,"             date  price  volume
0     May 27 2015  0.124     603
1     May 28 2015  0.120     641
2     May 29 2015  0.138     456
3     May 30 2015  0.158     287
4     May 31 2015  0.233     215
...           ...    ...     ...
2291  Mar 09 2021  0.328       1
2292  Mar 09 2021  0.334       1
2293  Mar 09 2021  0.334       1
2294  Mar 10 2021  0.328       1
2295  Mar 10 2021  0.333       1

[2296 rows x 3 columns]",[],The Chop Shop Collection,
Souvenir G3SG1 | Safari Mesh (Minimal Wear),FALSE,Souvenir G3SG1,Safari Mesh,Minimal Wear,0.34,198,https://steamcommunity.com/market/listings/730/Souvenir%20G3SG1%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29,FALSE,FALSE,Souvenir Consumer Grade Sniper Rifle,"             date  price  volume
0     Nov 30 2013  1.308       5
1     Dec 01 2013  1.091      13
2     Dec 02 2013  0.701       6
3     Dec 03 2013  0.730       2
4     Dec 04 2013  0.816       4
...           ...    ...     ...
2781  Mar 09 2021  0.323       2
2782  Mar 09 2021  0.338       1
2783  Mar 09 2021  3.176       2
2784  Mar 09 2021  0.290       1
2785  Mar 10 2021  0.320       1

[2786 rows x 3 columns]",[],The Mirage Collection,
R8 Revolver | Canal Spray (Field-Tested),FALSE,R8 Revolver,Canal Spray,Field-Tested,0.34,293,https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Canal%20Spray%20%28Field-Tested%29,FALSE,FALSE,Consumer Grade Pistol,"             date  price  volume
0     Nov 19 2019  0.051    1661
1     Nov 20 2019  0.078    1211
2     Nov 21 2019  0.086    1111
3     Nov 22 2019  0.084     930
4     Nov 23 2019  0.094     940
...           ...    ...     ...
1026  Mar 10 2021  0.287       1
1027  Mar 10 2021  0.301       1
1028  Mar 10 2021  0.326       5
1029  Mar 10 2021  0.326       2
1030  Mar 10 2021  0.332       2

[1031 rows x 3 columns]",[],The Canals Collection,
MP5-SD | Bamboo Garden (Factory New),FALSE,MP5-SD,Bamboo Garden,Factory New,0.34,612,https://steamcommunity.com/market/listings/730/MP5-SD%20%7C%20Bamboo%20Garden%20%28Factory%20New%29,FALSE,FALSE,Consumer Grade SMG,"             date  price  volume
0     Nov 19 2019  0.100     501
1     Nov 20 2019  0.112     325
2     Nov 21 2019  0.114     306
3     Nov 22 2019  0.136     309
4     Nov 23 2019  0.156     256
...           ...    ...     ...
1014  Mar 10 2021  0.331       3
1015  Mar 10 2021  0.326       3
1016  Mar 10 2021  0.340       1
1017  Mar 10 2021  0.339       2
1018  Mar 10 2021  0.337       2

[1019 rows x 3 columns]",[],,
Souvenir UMP-45 | Facility Dark (Battle-Scarred),FALSE,Souvenir UMP-45,Facility Dark,Battle-Scarred,0.35,55,https://steamcommunity.com/market/listings/730/Souvenir%20UMP-45%20%7C%20Facility%20Dark%20%28Battle-Scarred%29,FALSE,FALSE,Souvenir Consumer Grade SMG,"            date  price  volume
0    Sep 06 2018  1.440       1
1    Sep 07 2018  3.720       2
2    Sep 11 2018  0.587       1
3    Sep 12 2018  0.669       1
4    Sep 13 2018  1.161       2
..           ...    ...     ...
803  Mar 07 2021  0.356       1
804  Mar 08 2021  0.329       1
805  Mar 08 2021  0.350       1
806  Mar 09 2021  0.332       1
807  Mar 09 2021  0.344       1

[808 rows x 3 columns]",[],The 2018 Nuke Collection,
StatTrak™ AUG | Triqua (Battle-Scarred),TRUE,AUG,Triqua,Battle-Scarred,0.35,533,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20AUG%20%7C%20Triqua%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Rifle,"             date  price  volume
0     Sep 15 2017  1.351      20
1     Sep 16 2017  1.175      40
2     Sep 17 2017  1.219      42
3     Sep 18 2017  1.196      21
4     Sep 19 2017  1.235      25
...           ...    ...     ...
1893  Mar 10 2021  0.346       2
1894  Mar 10 2021  0.330       2
1895  Mar 10 2021  0.353       2
1896  Mar 10 2021  0.351       4
1897  Mar 10 2021  0.333       2

[1898 rows x 3 columns]",[],The Spectrum 2 Collection,
StatTrak™ UMP-45 | Riot (Battle-Scarred),TRUE,UMP-45,Riot,Battle-Scarred,0.35,89,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20UMP-45%20%7C%20Riot%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     May 27 2015  0.745     140
1     May 28 2015  0.718     157
2     May 29 2015  0.770      77
3     May 30 2015  0.858      71
4     May 31 2015  0.906      35
...           ...    ...     ...
2356  Mar 09 2021  0.401       1
2357  Mar 09 2021  0.299       1
2358  Mar 09 2021  0.300       1
2359  Mar 09 2021  0.155       1
2360  Mar 10 2021  0.333       1

[2361 rows x 3 columns]",[],The Falchion Collection,
UMP-45 | Riot (Minimal Wear),FALSE,UMP-45,Riot,Minimal Wear,0.35,261,https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Riot%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     May 27 2015  0.497    2443
1     May 28 2015  0.326    2246
2     May 29 2015  0.363    1289
3     May 30 2015  0.400    1139
4     May 31 2015  0.429     917
...           ...    ...     ...
2731  Mar 10 2021  0.338       4
2732  Mar 10 2021  0.356       1
2733  Mar 10 2021  0.374       3
2734  Mar 10 2021  0.309       6
2735  Mar 10 2021  0.344       2

[2736 rows x 3 columns]",[],The Falchion Collection,
StatTrak™ M249 | Deep Relief (Field-Tested),TRUE,M249,Deep Relief,Field-Tested,0.35,254,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M249%20%7C%20Deep%20Relief%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Machinegun,"            date  price  volume
0    Dec 03 2020  0.212      20
1    Dec 04 2020  0.383     716
2    Dec 05 2020  0.473     467
3    Dec 06 2020  0.454     448
4    Dec 07 2020  0.465     388
..           ...    ...     ...
713  Mar 10 2021  0.322       3
714  Mar 10 2021  0.340      12
715  Mar 10 2021  0.345       5
716  Mar 10 2021  0.361      11
717  Mar 10 2021  0.321       1

[718 rows x 3 columns]",[],The Operation Broken Fang Collection,
StatTrak™ Tec-9 | Sandstorm (Battle-Scarred),TRUE,Tec-9,Sandstorm,Battle-Scarred,0.35,195,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Tec-9%20%7C%20Sandstorm%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Feb 21 2014  0.637      13
1     Feb 22 2014  0.398      34
2     Feb 23 2014  0.422      19
3     Feb 24 2014  0.487      20
4     Feb 25 2014  0.525      17
...           ...    ...     ...
3042  Mar 10 2021  0.281       2
3043  Mar 10 2021  0.379       2
3044  Mar 10 2021  0.312       6
3045  Mar 10 2021  0.323       6
3046  Mar 10 2021  0.331       5

[3047 rows x 3 columns]",[],The Phoenix Collection,
G3SG1 | Black Sand (Well-Worn),FALSE,G3SG1,Black Sand,Well-Worn,0.35,65,https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Black%20Sand%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"            date  price  volume
0    Nov 19 2019  0.122     179
1    Nov 20 2019  0.130     118
2    Nov 21 2019  0.132      96
3    Nov 22 2019  0.131      58
4    Nov 23 2019  0.125      96
..           ...    ...     ...
548  Mar 09 2021  0.450       2
549  Mar 09 2021  0.410       1
550  Mar 09 2021  0.341       1
551  Mar 10 2021  0.311       1
552  Mar 10 2021  0.400       1

[553 rows x 3 columns]",[],The Shattered Web Collection,
StatTrak™ P90 | Traction (Well-Worn),TRUE,P90,Traction,Well-Worn,0.35,320,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P90%20%7C%20Traction%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Aug 03 2018  1.657      31
1     Aug 04 2018  1.332      31
2     Aug 05 2018  1.178      37
3     Aug 06 2018  1.036      41
4     Aug 07 2018  0.959      34
...           ...    ...     ...
1517  Mar 10 2021  0.361       1
1518  Mar 10 2021  0.357       1
1519  Mar 10 2021  0.300       1
1520  Mar 10 2021  0.326       2
1521  Mar 10 2021  0.332       3

[1522 rows x 3 columns]",[],The Horizon Collection,
StatTrak™ MP7 | Mischief (Field-Tested),TRUE,MP7,Mischief,Field-Tested,0.36,226,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP7%20%7C%20Mischief%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Mar 14 2019  2.969     124
1     Mar 15 2019  2.555     140
2     Mar 16 2019  1.762     166
3     Mar 17 2019  1.650     166
4     Mar 18 2019  1.644     119
...           ...    ...     ...
1358  Mar 10 2021  0.200       1
1359  Mar 10 2021  0.381       1
1360  Mar 10 2021  0.310       1
1361  Mar 10 2021  0.369       2
1362  Mar 10 2021  0.329       2

[1363 rows x 3 columns]",[],The Prisma Collection,
StatTrak™ MAC-10 | Whitefish (Field-Tested),TRUE,MAC-10,Whitefish,Field-Tested,0.36,219,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAC-10%20%7C%20Whitefish%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Mar 14 2019  3.151      74
1     Mar 15 2019  2.287      84
2     Mar 16 2019  1.750      95
3     Mar 17 2019  1.695     101
4     Mar 18 2019  1.461      68
...           ...    ...     ...
1335  Mar 10 2021  0.340       4
1336  Mar 10 2021  0.373       2
1337  Mar 10 2021  0.342       6
1338  Mar 10 2021  0.331       1
1339  Mar 10 2021  0.331       3

[1340 rows x 3 columns]",[],The Prisma Collection,
P90 | Facility Negative (Battle-Scarred),FALSE,P90,Facility Negative,Battle-Scarred,0.36,113,https://steamcommunity.com/market/listings/730/P90%20%7C%20Facility%20Negative%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade SMG,"            date  price  volume
0    Oct 07 2018  1.515       2
1    Oct 09 2018  1.154       2
2    Oct 10 2018  1.229       3
3    Oct 11 2018  0.863       3
4    Oct 12 2018  0.969       4
..           ...    ...     ...
992  Mar 09 2021  0.341       1
993  Mar 09 2021  0.330       1
994  Mar 09 2021  0.369       1
995  Mar 10 2021  0.344       1
996  Mar 10 2021  0.304       1

[997 rows x 3 columns]",[],The 2018 Nuke Collection,
UMP-45 | Delusion (Field-Tested),FALSE,UMP-45,Delusion,Field-Tested,0.36,97,https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Delusion%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Nov 12 2014  0.266    6571
1     Nov 13 2014  0.274    4310
2     Nov 14 2014  0.254    3207
3     Nov 15 2014  0.235    3144
4     Nov 16 2014  0.207    2709
...           ...    ...     ...
2824  Mar 10 2021  0.333       1
2825  Mar 10 2021  0.357       2
2826  Mar 10 2021  0.322       1
2827  Mar 10 2021  0.323       1
2828  Mar 10 2021  0.402       1

[2829 rows x 3 columns]",[],The Vanguard Collection,
Dual Berettas | Shred (Factory New),FALSE,Dual Berettas,Shred,Factory New,0.36,914,https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Shred%20%28Factory%20New%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 03 2018  1.914     284
1     Aug 04 2018  1.128     268
2     Aug 05 2018  0.929     244
3     Aug 06 2018  0.825     296
4     Aug 07 2018  0.727     235
...           ...    ...     ...
1583  Mar 10 2021  0.285       2
1584  Mar 10 2021  0.362       4
1585  Mar 10 2021  0.356       3
1586  Mar 10 2021  0.367       3
1587  Mar 10 2021  0.340       3

[1588 rows x 3 columns]",[],The Horizon Collection,
StatTrak™ MAC-10 | Lapis Gator (Battle-Scarred),TRUE,MAC-10,Lapis Gator,Battle-Scarred,0.36,44,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAC-10%20%7C%20Lapis%20Gator%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Feb 18 2016  0.565       4
1     Feb 19 2016  0.502      28
2     Feb 20 2016  0.685      28
3     Feb 21 2016  0.682      11
4     Feb 22 2016  0.648      22
...           ...    ...     ...
1775  Mar 09 2021  0.381       2
1776  Mar 09 2021  0.348       1
1777  Mar 09 2021  0.334       1
1778  Mar 09 2021  0.339       4
1779  Mar 09 2021  0.250       1

[1780 rows x 3 columns]",[],The Wildfire Collection,
StatTrak™ MP9 | Black Sand (Minimal Wear),TRUE,MP9,Black Sand,Minimal Wear,0.36,305,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Black%20Sand%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade SMG,"             date  price  volume
0     Feb 16 2018  3.345      44
1     Feb 17 2018  2.085      80
2     Feb 18 2018  1.799      70
3     Feb 19 2018  1.867      60
4     Feb 20 2018  1.767      66
...           ...    ...     ...
1750  Mar 10 2021  0.362       4
1751  Mar 10 2021  0.310       3
1752  Mar 10 2021  0.333       4
1753  Mar 10 2021  0.347       2
1754  Mar 10 2021  0.353       3

[1755 rows x 3 columns]",[],The Clutch Collection,
StatTrak™ P250 | Contaminant (Field-Tested),TRUE,P250,Contaminant,Field-Tested,0.36,304,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P250%20%7C%20Contaminant%20%28Field-Tested%29,FALSE,FALSE,Mil-Spec Grade Pistol,"            date  price  volume
0    Dec 03 2020  0.656      14
1    Dec 04 2020  0.388    1022
2    Dec 05 2020  0.452     694
3    Dec 06 2020  0.447     658
4    Dec 07 2020  0.444     500
..           ...    ...     ...
736  Mar 10 2021  0.350       3
737  Mar 10 2021  0.300       5
738  Mar 10 2021  0.355       4
739  Mar 10 2021  0.315       4
740  Mar 10 2021  0.327       6

[741 rows x 3 columns]",[],The Operation Broken Fang Collection,
StatTrak™ G3SG1 | Ventilator (Minimal Wear),TRUE,G3SG1,Ventilator,Minimal Wear,0.36,211,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20G3SG1%20%7C%20Ventilator%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"             date  price  volume
0     Aug 19 2016  2.346      49
1     Aug 20 2016  1.871      80
2     Aug 21 2016  1.759      52
3     Aug 22 2016  1.437      62
4     Aug 23 2016  1.256      61
...           ...    ...     ...
2205  Mar 10 2021  0.336       2
2206  Mar 10 2021  0.316       2
2207  Mar 10 2021  0.287       2
2208  Mar 10 2021  0.343       4
2209  Mar 10 2021  0.364       1

[2210 rows x 3 columns]",[],The Gamma 2 Collection,
SCAR-20 | Grotto (Battle-Scarred),FALSE,SCAR-20,Grotto,Battle-Scarred,0.36,80,https://steamcommunity.com/market/listings/730/SCAR-20%20%7C%20Grotto%20%28Battle-Scarred%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"             date  price  volume
0     Jan 09 2015  0.837      80
1     Jan 10 2015  0.523      67
2     Jan 11 2015  0.346     101
3     Jan 12 2015  0.300      70
4     Jan 13 2015  0.270      83
...           ...    ...     ...
2469  Mar 09 2021  0.361       1
2470  Mar 09 2021  0.359       3
2471  Mar 09 2021  0.308       1
2472  Mar 09 2021  0.361       1
2473  Mar 09 2021  0.361       2

[2474 rows x 3 columns]",[],The Chroma Collection,
StatTrak™ SCAR-20 | Outbreak (Well-Worn),TRUE,SCAR-20,Outbreak,Well-Worn,0.36,48,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Outbreak%20%28Well-Worn%29,FALSE,FALSE,Mil-Spec Grade Sniper Rifle,"             date  price  volume
0     Dec 09 2015  3.170      13
1     Dec 10 2015  1.014      32
2     Dec 11 2015  0.904      29
3     Dec 12 2015  0.672      28
4     Dec 13 2015  0.536      33
...           ...    ...     ...
1932  Mar 09 2021  0.308       1
1933  Mar 09 2021  0.334       1
1934  Mar 09 2021  0.356       1
1935  Mar 10 2021  0.376       1
1936  Mar 10 2021  0.365       1

[1937 rows x 3 columns]",[],The Revolver Case Collection,
StatTrak™ Five-SeveN | Scumbria (Minimal Wear),TRUE,Five-SeveN,Scumbria,Minimal Wear,0.36,329,https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Five-SeveN%20%7C%20Scumbria%20%28Minimal%20Wear%29,FALSE,FALSE,Mil-Spec Grade Pistol,"             date  price  volume
0     Aug 19 2016  3.351      53
1     Aug 20 2016  2.031      75
2     Aug 21 2016  1.969      61
3     Aug 22 2016  1.788      61
4     Aug 23 2016  1.618      53
...           ...    ...     ...
2260  Mar 10 2021  0.315       2
2261  Mar 10 2021  0.342       3
2262  Mar 10 2021  0.310       1
2263  Mar 10 2021  0.269       2
2264  Mar 10 2021  0.341       4

[2265 rows x 3 columns]",[],The Gamma 2 Collection,
