Replace Name,Date,Code,Course,Description,Period
SDUNT338,2/6/23,T,5081-004,AP Calculus 4 AB,1
SDUNT285,2/6/23,T,1311-001,Philosophy as Literature H,1
SDUNT445,2/6/23,A-E,4391-006,American Studies (History) ACP,1
SDUNT063,2/6/23,T,5081-004,AP Calculus 4 AB,1
SDUNT398,2/6/23,A-E,91641-001,Drafting: Architectural Major 2 H,1
SDUNT552,2/6/23,A-E,4301-001,AP US History,1
SDUNT020,2/6/23,A-E,1501-001,Horror & SciFi Literature ACP,1
SDUNT622,2/6/23,A-E,6071-001,AP Physics Lab,1
SDUNT601,2/6/23,A-E,4401-001,AP European History,1
SDUNT022,2/6/23,T,1311-001,Philosophy as Literature H,1
SDUNT143,2/6/23,A-E,5051-003,AP Statistics,1
SDUNT073,2/6/23,A-E,6011-007,Biology Lab H,1
SDUNT315,2/6/23,T,0051-002,Stress Management,1
SDUNT555,2/6/23,T,4311-002,U.S. History ACP,1
SDUNT077,2/6/23,A-E,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT184,2/6/23,T,0051-002,Stress Management,1
SDUNT576,2/6/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT029,2/6/23,T,1361-003,Art and Technique of Film H,1
SDUNT382,2/6/23,T,2961-001,AP Chinese,1
SDUNT236,2/6/23,A,6031-002,Physics Lab H,1
SDUNT408,2/6/23,T,1291-003,AP English 11,1
SDUNT451,2/6/23,A-E,91641-001,Drafting: Architectural Major 2 H,1
SDUNT503,2/6/23,T,6071-001,AP Physics Lab,1
SDUNT166,2/6/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT606,2/6/23,A-E,0051-002,Stress Management,1
SDUNT452,2/6/23,T,4401-001,AP European History,1
SDUNT145,2/6/23,T,1361-003,Art and Technique of Film H,1
SDUNT626,2/6/23,A-E,5031-001,Math 3 (Pre-Calculus) H,1
SDUNT413,2/6/23,A-E,1291-003,AP English 11,1
SDUNT414,2/6/23,T,4311-002,U.S. History ACP,1
SDUNT491,2/6/23,A-E,4431-002,Mid East & Latin Amr ACP,1
SDUNT418,2/6/23,A-E,4311-002,U.S. History ACP,1
SDUNT353,2/6/23,T,5081-004,AP Calculus 4 AB,1
SDUNT085,2/6/23,A-E,6071-001,AP Physics Lab,1
SDUNT291,2/6/23,A,5051-003,AP Statistics,1
SDUNT036,2/6/23,T,1311-001,Philosophy as Literature H,1
SDUNT587,2/6/23,A-E,5051-003,AP Statistics,1
SDUNT086,2/6/23,T,4311-002,U.S. History ACP,1
SDUNT493,2/6/23,T,1361-003,Art and Technique of Film H,1
SDUNT455,2/6/23,T,2441-005,Spanish 4 ACP,1
SDUNT040,2/6/23,A-E,1391-001,Asian American Literature ACP,1
SDUNT561,2/6/23,A-E,4311-002,U.S. History ACP,1
SDUNT191,2/6/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT356,2/6/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT562,2/6/23,A-E,6011-001,Biology Lab H,1
SDUNT045,2/6/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT046,2/6/23,A-E,7131-001,AP History of Art,1
SDUNT193,2/6/23,A-E,6031-002,Physics Lab H,1
SDUNT097,2/6/23,T,4311-002,U.S. History ACP,1
SDUNT616,2/6/23,A-E,4301-001,AP US History,1
SDUNT150,2/6/23,A-E,0051-002,Stress Management,1
SDUNT323,2/6/23,T,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT497,2/6/23,A-E,8601-002,Entrepreneurship,1
SDUNT211,2/6/23,T,6121-002,Chemistry Lab ACP,1
SDUNT052,2/6/23,A-E,13141-001,Philosophy as Literature ACP,1
SDUNT298,2/6/23,T,1311-001,Philosophy as Literature H,1
SDUNT248,2/6/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT363,2/6/23,A,5081-004,AP Calculus 4 AB,1
SDUNT364,2/6/23,A-E,1361-003,Art and Technique of Film H,1
SDUNT213,2/6/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT249,2/6/23,A-E,89111-002,Carpentry Major 3 ACP (Adj),1
SDUNT135,2/6/23,T,2961-001,AP Chinese,1
SDUNT369,2/6/23,T,5081-004,AP Calculus 4 AB,1
SDUNT328,2/6/23,T,6941-Beals-10,Advisory,2
SDUNT435,2/6/23,A,6941-Beals-21,Advisory,2
SDUNT515,2/6/23,A,6941-Adams-06,Advisory,2
SDUNT538,2/6/23,T,6941-Beals-22,Advisory,2
SDUNT281,2/6/23,A-E,6941-Beals-06,Advisory,2
SDUNT370,2/6/23,T,6941-Beals-22,Advisory,2
SDUNT261,2/6/23,A-E,6941-Adams-17,Advisory,2
SDUNT136,2/6/23,A,6941-CTE-TV,Advisory,2
SDUNT332,2/6/23,A,6941-Beals-22,Advisory,2
SDUNT216,2/6/23,A,6941-Beals-10,Advisory,2
SDUNT590,2/6/23,A,6941-Beals-05,Advisory,2
SDUNT380,2/6/23,A-E,6941-T2,Advisory,2
SDUNT519,2/6/23,A,6941-Adams-22,Advisory,2
SDUNT391,2/6/23,T,6941-Adams-16,Advisory,2
SDUNT549,2/6/23,A-E,6941-CTE-Cul,Advisory,2
SDUNT583,2/6/23,A-E,6941-CTE-Cul,Advisory,2
SDUNT202,2/6/23,A-E,6941-Adams-07,Advisory,2
SDUNT227,2/6/23,T,6941-Beals-22,Advisory,2
SDUNT177,2/6/23,A,6941-Beals-17,Advisory,2
SDUNT340,2/6/23,A,6941-Beals-02,Advisory,2
SDUNT445,2/6/23,A-E,6941-Adams-12,Advisory,2
SDUNT568,2/6/23,A,6941-Barry-03,Advisory,2
SDUNT398,2/6/23,A-E,6941-CTE-Draft,Advisory,2
SDUNT401,2/6/23,T,6941-Adams-19,Advisory,2
SDUNT552,2/6/23,A-E,6941-CTE-Carp,Advisory,2
SDUNT468,2/6/23,A,6941-Beals-08,Advisory,2
SDUNT020,2/6/23,A-E,6941-Beals-14,Advisory,2
SDUNT622,2/6/23,A-E,6941-CTE-Carp,Advisory,2
SDUNT203,2/6/23,A-E,6941-Beals-17,Advisory,2
SDUNT601,2/6/23,A-E,6941-Beals-06,Advisory,2
SDUNT143,2/6/23,A-E,6941-Beals-12,Advisory,2
SDUNT073,2/6/23,A-E,6941-Adams-14,Advisory,2
SDUNT315,2/6/23,A,6941-Jazz,Advisory,2
SDUNT315,2/6/23,A,6941-Newtonite,Advisory,2
SDUNT182,2/6/23,T,6941-Beals-08,Advisory,2
SDUNT183,2/6/23,A,6941-Beals-01,Advisory,2
SDUNT077,2/6/23,T,6941-Adams-18,Advisory,2
SDUNT576,2/6/23,A-E,6941-Beals-11,Advisory,2
SDUNT186,2/6/23,T,6941-Adams-18,Advisory,2
SDUNT451,2/6/23,A-E,6941-CTE-Draft,Advisory,2
SDUNT289,2/6/23,A,6941-Beals-02,Advisory,2
SDUNT166,2/6/23,A-E,6941-Beals-17,Advisory,2
SDUNT557,2/6/23,A,6941-Adams-13,Advisory,2
SDUNT606,2/6/23,A-E,6941-Beals-09,Advisory,2
SDUNT607,2/6/23,A,6941-Beals-05,Advisory,2
SDUNT626,2/6/23,A-E,6941-Adams-19,Advisory,2
SDUNT413,2/6/23,A-E,6941-Adams-16,Advisory,2
SDUNT491,2/6/23,A-E,6941-Beals-05,Advisory,2
SDUNT418,2/6/23,A-E,6941-Jazz,Advisory,2
SDUNT085,2/6/23,A-E,6941-Beals-18,Advisory,2
SDUNT560,2/6/23,T,6941-Adams-14,Advisory,2
SDUNT190,2/6/23,A,6941-Beals-01,Advisory,2
SDUNT040,2/6/23,A-E,6941-Beals-07,Advisory,2
SDUNT191,2/6/23,A-E,6941-Beals-13,Advisory,2
SDUNT356,2/6/23,A-E,6941-Beals-19,Advisory,2
SDUNT562,2/6/23,A-E,6941-Adams-16,Advisory,2
SDUNT457,2/6/23,A-E,6941-Adams-06,Advisory,2
SDUNT045,2/6/23,A-E,6941-Beals-08,Advisory,2
SDUNT046,2/6/23,A-E,6941-CTE-TV,Advisory,2
SDUNT193,2/6/23,A-E,6941-Beals-21,Advisory,2
SDUNT616,2/6/23,A-E,6941-Adams-17,Advisory,2
SDUNT610,2/6/23,A,6941-Beals-03,Advisory,2
SDUNT170,2/6/23,A,6941-Beals-18,Advisory,2
SDUNT150,2/6/23,A-E,6941-Beals-09,Advisory,2
SDUNT151,2/6/23,T,6941-Beals-12,Advisory,2
SDUNT359,2/6/23,A,6941-Beals-15,Advisory,2
SDUNT297,2/6/23,A,6941-Beals-02,Advisory,2
SDUNT581,2/6/23,A,6941-Beals-01,Advisory,2
SDUNT360,2/6/23,A,6941-Beals-02,Advisory,2
SDUNT461,2/6/23,T,6941-Adams-19,Advisory,2
SDUNT497,2/6/23,A-E,6941-Beals-17,Advisory,2
SDUNT324,2/6/23,A,6941-Adams-17,Advisory,2
SDUNT050,2/6/23,A,6941-CTE-Cul,Advisory,2
SDUNT595,2/6/23,A,6941-Beals-02,Advisory,2
SDUNT052,2/6/23,A-E,6941-Beals-12,Advisory,2
SDUNT104,2/6/23,A,6941-Adams-09,Advisory,2
SDUNT536,2/6/23,A,6941-Adams-19,Advisory,2
SDUNT248,2/6/23,A-E,6941-Beals-04,Advisory,2
SDUNT364,2/6/23,A-E,6941-Beals-20,Advisory,2
SDUNT213,2/6/23,A-E,6941-Beals-05,Advisory,2
SDUNT157,2/6/23,A,6941-Beals-17,Advisory,2
SDUNT467,2/6/23,A-E,6941-Beals-03,Advisory,2
SDUNT281,2/6/23,A-E,5081-005,AP Calculus 4 AB,3
SDUNT261,2/6/23,A-E,1291-002,AP English 11,3
SDUNT136,2/6/23,A,5141-001,Intro to Calculus ACP Acc,3
SDUNT590,2/6/23,A,4501-001,AP Psychology,3
SDUNT380,2/6/23,A-E,6141-020,Introductory Physics Lab ACP,3
SDUNT583,2/6/23,A-E,9061-001,Culinary Arts Major 2 ACP,3
SDUNT202,2/6/23,A-E,2481-001,AP Spanish,3
SDUNT445,2/6/23,A-E,5131-002,Math 3 ACP Accelerated (Pre-Calculus),3
SDUNT178,2/6/23,A,2451-002,Spanish 5 ACP,3
SDUNT398,2/6/23,A-E,91641-001,Drafting: Architectural Major 2 H,3
SDUNT398,2/6/23,A-E,7011-001,Art Minor 1,3
SDUNT552,2/6/23,A-E,8901-001,Carpentry Major 2 ACP,3
SDUNT020,2/6/23,A-E,0321-001,Methods and Issues in Coaching,3
SDUNT622,2/6/23,A-E,89011-001,Carpentry Major 2 ACP (Adj),3
SDUNT203,2/6/23,A-E,2481-001,AP Spanish,3
SDUNT601,2/6/23,A-E,6351-001,Marine Biology ACP,3
SDUNT143,2/6/23,A-E,1361-001,Art and Technique of Film H,3
SDUNT576,2/6/23,A-E,7111-001,Art Major 4 H,3
SDUNT451,2/6/23,A-E,91641-001,Drafting: Architectural Major 2 H,3
SDUNT451,2/6/23,A-E,7011-001,Art Minor 1,3
SDUNT166,2/6/23,A-E,1301-003,AP English 12,3
SDUNT606,2/6/23,A-E,6351-001,Marine Biology ACP,3
SDUNT626,2/6/23,A-E,4381-004,American Studies (History) H,3
SDUNT413,2/6/23,A-E,4311-003,U.S. History ACP,3
SDUNT491,2/6/23,A-E,7011-001,Art Minor 1,3
SDUNT418,2/6/23,A-E,0031-004,Fitness Indoor,3
SDUNT085,2/6/23,A-E,4501-001,AP Psychology,3
SDUNT040,2/6/23,A-E,6351-001,Marine Biology ACP,3
SDUNT191,2/6/23,A-E,9601-002,Mechanical & Structural Engineering ACP,3
SDUNT562,2/6/23,A-E,5131-002,Math 3 ACP Accelerated (Pre-Calculus),3
SDUNT457,2/6/23,A-E,4381-004,American Studies (History) H,3
SDUNT045,2/6/23,A-E,6371-002,Forensics Lab ACP,3
SDUNT193,2/6/23,A-E,5081-005,AP Calculus 4 AB,3
SDUNT616,2/6/23,A-E,0321-001,Methods and Issues in Coaching,3
SDUNT150,2/6/23,A-E,8611-004,Financial Planning and Banking,3
SDUNT497,2/6/23,A-E,8611-004,Financial Planning and Banking,3
SDUNT052,2/6/23,A-E,4501-001,AP Psychology,3
SDUNT364,2/6/23,A-E,5081-005,AP Calculus 4 AB,3
SDUNT213,2/6/23,A-E,2481-001,AP Spanish,3
SDUNT467,2/6/23,A-E,5141-001,Intro to Calculus ACP Acc,3
SDUNT565,2/6/23,A,6011-008,Biology Lab H,3
SDUNT281,2/6/23,A-E,4561-001,AP Comparative Government,4
SDUNT261,2/6/23,A-E,6011-003,Biology Lab H,4
SDUNT136,2/6/23,A,17821-001,TV Media Arts Major 3 ACP (Adj),4
SDUNT590,2/6/23,A,0221-002,Teaming Through Sports Indoor,4
SDUNT224,2/6/23,T,5531-003,Computer Science Principles H,4
SDUNT380,2/6/23,A-E,7151-007,Photography Minor 1,4
SDUNT336,2/6/23,D,6341-001,Sustainability Envi Sci Lab ACP,4
SDUNT583,2/6/23,A-E,9061-001,Culinary Arts Major 2 ACP,4
SDUNT202,2/6/23,A-E,4431-001,Mid East & Latin Amr ACP,4
SDUNT445,2/6/23,A-E,6011-003,Biology Lab H,4
SDUNT231,2/6/23,T,5531-003,Computer Science Principles H,4
SDUNT398,2/6/23,A-E,5031-006,Math 3 (Pre-Calculus) H,4
SDUNT552,2/6/23,A-E,8901-001,Carpentry Major 2 ACP,4
SDUNT020,2/6/23,A-E,2991-001,Chinese 5 ACP,4
SDUNT622,2/6/23,A-E,2981-001,Chinese 4 ACP,4
SDUNT203,2/6/23,A-E,4421-001,Mid East & Latin Amr Honors,4
SDUNT601,2/6/23,A-E,4421-001,Mid East & Latin Amr Honors,4
SDUNT255,2/6/23,T,6341-001,Sustainability Envi Sci Lab ACP,4
SDUNT143,2/6/23,A-E,5081-003,AP Calculus 4 AB,4
SDUNT028,2/6/23,A,2991-001,Chinese 5 ACP,4
SDUNT576,2/6/23,A-E,6071-004,AP Physics Lab,4
SDUNT451,2/6/23,A-E,6011-003,Biology Lab H,4
SDUNT503,2/6/23,T,5531-003,Computer Science Principles H,4
SDUNT166,2/6/23,A-E,2481-002,AP Spanish,4
SDUNT626,2/6/23,A-E,1211-003,American Studies (English) H,4
SDUNT418,2/6/23,A-E,2441-001,Spanish 4 ACP,4
SDUNT085,2/6/23,A-E,0221-002,Teaming Through Sports Indoor,4
SDUNT540,2/6/23,T,6341-001,Sustainability Envi Sci Lab ACP,4
SDUNT191,2/6/23,A-E,5051-004,AP Statistics,4
SDUNT562,2/6/23,A-E,2441-001,Spanish 4 ACP,4
SDUNT457,2/6/23,A-E,1231-003,American Studies (English) ACP,4
SDUNT045,2/6/23,T,0331-009,Career Wellness,4
SDUNT046,2/6/23,A-E,1784-001,TV Media Arts Major 3 H,4
SDUNT616,2/6/23,A-E,6011-003,Biology Lab H,4
SDUNT150,2/6/23,A-E,5081-003,AP Calculus 4 AB,4
SDUNT497,2/6/23,A-E,5081-003,AP Calculus 4 AB,4
SDUNT052,2/6/23,A-E,6071-004,AP Physics Lab,4
SDUNT364,2/6/23,A-E,4641-002,Digital Media & the Impact of the Internet H,4
SDUNT213,2/6/23,A-E,4421-001,Mid East & Latin Amr Honors,4
SDUNT054,2/6/23,A-E,5051-004,AP Statistics,4
SDUNT467,2/6/23,A-E,1361-006,Art and Technique of Film H,4
SDUNT475,2/6/23,T,5081-006,AP Calculus 4 AB,5
SDUNT261,2/6/23,A-E,5031-002,Math 3 (Pre-Calculus) H,5
SDUNT590,2/6/23,A,4011-001,Leadership in a DiverseSociety,5
SDUNT380,2/6/23,A-E,8671-001,Money Matters,5
SDUNT336,2/6/23,A-E,7061-001,Ceramics Minor 2,5
SDUNT060,2/6/23,T,4011-001,Leadership in a DiverseSociety,5
SDUNT583,2/6/23,A-E,3111-005,Academic Study,5
SDUNT443,2/6/23,T,5051-005,AP Statistics,5
SDUNT445,2/6/23,A-E,5051-005,AP Statistics,5
SDUNT252,2/6/23,T,5081-006,AP Calculus 4 AB,5
SDUNT398,2/6/23,A-E,6011-004,Biology Lab H,5
SDUNT162,2/6/23,T,6301-001,Anatomy & Physiology Lab ACP,5
SDUNT552,2/6/23,A-E,4011-001,Leadership in a DiverseSociety,5
SDUNT020,2/6/23,A-E,6351-002,Marine Biology ACP,5
SDUNT622,2/6/23,A-E,6061-002,AP Chemistry Lab,5
SDUNT203,2/6/23,A-E,4501-003,AP Psychology,5
SDUNT601,2/6/23,A-E,5611-001,Data Science H,5
SDUNT143,2/6/23,A-E,6371-003,Forensics Lab ACP,5
SDUNT451,2/6/23,A-E,5051-005,AP Statistics,5
SDUNT166,2/6/23,A-E,5041-003,AP Calculus 4 BC,5
SDUNT606,2/6/23,A-E,1361-007,Art and Technique of Film H,5
SDUNT626,2/6/23,A-E,6061-002,AP Chemistry Lab,5
SDUNT413,2/6/23,A-E,9341-002,Graphic Comm Major 1 ACP,5
SDUNT418,2/6/23,A-E,5031-002,Math 3 (Pre-Calculus) H,5
SDUNT085,2/6/23,A-E,5041-003,AP Calculus 4 BC,5
SDUNT038,2/6/23,T,1784-001,TV Media Arts Major 3 H,5
SDUNT191,2/6/23,A-E,0031-005,Fitness Indoor,5
SDUNT562,2/6/23,A-E,1291-007,AP English 11,5
SDUNT457,2/6/23,A-E,5051-005,AP Statistics,5
SDUNT046,2/6/23,A-E,1784-001,TV Media Arts Major 3 H,5
SDUNT616,2/6/23,A-E,7191-001,Photography Major 2 H,5
SDUNT150,2/6/23,A-E,4011-001,Leadership in a DiverseSociety,5
SDUNT359,2/6/23,A-E,4601-001,Law and Society ACP,5
SDUNT426,2/6/23,A-E,0051-005,Stress Management,5
SDUNT258,2/6/23,T,6351-002,Marine Biology ACP,5
SDUNT497,2/6/23,A-E,6371-003,Forensics Lab ACP,5
SDUNT052,2/6/23,A-E,4601-001,Law and Society ACP,5
SDUNT363,2/6/23,A,4601-001,Law and Society ACP,5
SDUNT364,2/6/23,A-E,0051-005,Stress Management,5
SDUNT213,2/6/23,A-E,5621-001,Data Science ACP,5
SDUNT054,2/6/23,A-E,4561-002,AP Comparative Government,5
SDUNT467,2/6/23,A-E,6301-001,Anatomy & Physiology Lab ACP,5
SDUNT055,2/6/23,A,6301-001,Anatomy & Physiology Lab ACP,5
SDUNT280,2/6/23,A-E,4501-004,AP Psychology,6
SDUNT281,2/6/23,A-E,1301-001,AP English 12,6
SDUNT261,2/6/23,A-E,4301-005,AP US History,6
SDUNT136,2/6/23,A,17821-002,TV Media Arts Major 3 ACP (Adj),6
SDUNT590,2/6/23,A,5191-003,Trigonometry & Statistics ACP,6
SDUNT380,2/6/23,A-E,5031-003,Math 3 (Pre-Calculus) H,6
SDUNT336,2/6/23,A-E,1361-002,Art and Technique of Film H,6
SDUNT583,2/6/23,A-E,5141-002,Intro to Calculus ACP Acc,6
SDUNT202,2/6/23,A-E,1221-001,English 11 ACP,6
SDUNT394,2/6/23,A-E,2441-006,Spanish 4 ACP,6
SDUNT176,2/6/23,T,4501-004,AP Psychology,6
SDUNT311,2/6/23,A-E,2041-001,French 4 H,6
SDUNT398,2/6/23,A-E,2041-001,French 4 H,6
SDUNT552,2/6/23,A-E,5031-009,Math 3 (Pre-Calculus) H,6
SDUNT020,2/6/23,A-E,5051-006,AP Statistics,6
SDUNT622,2/6/23,A-E,5531-001,Computer Science Principles H,6
SDUNT203,2/6/23,A-E,5191-003,Trigonometry & Statistics ACP,6
SDUNT604,2/6/23,A,2431-004,Spanish 3 ACP,6
SDUNT576,2/6/23,A-E,1361-002,Art and Technique of Film H,6
SDUNT451,2/6/23,A-E,1231-002,American Studies (English) ACP,6
SDUNT606,2/6/23,A-E,4501-004,AP Psychology,6
SDUNT413,2/6/23,A-E,6011-009,Biology Lab H,6
SDUNT418,2/6/23,A-E,6011-009,Biology Lab H,6
SDUNT085,2/6/23,A-E,1301-001,AP English 12,6
SDUNT627,2/6/23,A-E,1231-002,American Studies (English) ACP,6
SDUNT492,2/6/23,A,4501-004,AP Psychology,6
SDUNT562,2/6/23,A-E,4311-004,U.S. History ACP,6
SDUNT457,2/6/23,A-E,5031-009,Math 3 (Pre-Calculus) H,6
SDUNT046,2/6/23,A-E,1301-001,AP English 12,6
SDUNT616,2/6/23,A-E,5031-003,Math 3 (Pre-Calculus) H,6
SDUNT150,2/6/23,A-E,2451-001,Spanish 5 ACP,6
SDUNT151,2/6/23,A,1371-003,Art and Technique of Film ACP,6
SDUNT359,2/6/23,A-E,1361-002,Art and Technique of Film H,6
SDUNT497,2/6/23,A-E,1371-003,Art and Technique of Film ACP,6
SDUNT132,2/6/23,A-E,2151-002,French 5 ACP,6
SDUNT363,2/6/23,A,2451-001,Spanish 5 ACP,6
SDUNT364,2/6/23,A-E,5051-006,AP Statistics,6
SDUNT467,2/6/23,A-E,5051-006,AP Statistics,6
SDUNT055,2/6/23,A,5081-001,AP Calculus 4 AB,6
SDUNT203,2/6/23,A-E,82331-001,Tech Theatre Design & Management IV,8
SDUNT606,2/6/23,A-E,8261-001,Advanced Theatrical Directing,8
SDUNT418,2/6/23,A-E,8111-001,Jazz Ensemble Honors,8
SDUNT046,2/6/23,A-E,82321-001,Tech Theatre Production Design III,8
SDUNT200,2/3/23,A-E,0331-009,Career Wellness,1
SDUNT280,2/3/23,A-E,0331-009,Career Wellness,1
SDUNT479,2/3/23,T,4641-002,Digital Media & the Impact of the Internet H,1
SDUNT331,2/3/23,A-E,1361-006,Art and Technique of Film H,1
SDUNT261,2/3/23,A-E,6011-003,Biology Lab H,1
SDUNT262,2/3/23,A-E,16911-005,Newtonite Blocks,1
SDUNT332,2/3/23,T,6341-001,Sustainability Envi Sci Lab ACP,1
SDUNT543,2/3/23,A-E,2461-002,Spanish 3 H,1
SDUNT282,2/3/23,A-E,4561-001,AP Comparative Government,1
SDUNT380,2/3/23,A-E,7151-007,Photography Minor 1,1
