"","State","Year","Month","Number_of_Deaths","Number_of_OD_Deaths"
"2114","ND",2016,"August",6642,68
"2115","ND",2016,"December",6806,80
"2116","ND",2016,"February",6730,59
"2117","ND",2016,"January",6754,62
"2118","ND",2016,"July",6674,65
"2119","ND",2016,"June",6714,65
"2120","ND",2016,"March",6724,66
"2121","ND",2016,"May",6700,66
"2122","ND",2016,"November",6741,79
"2123","ND",2016,"October",6706,73
"2124","ND",2016,"September",6617,72
"2125","ND",2017,"April",6970,78
"2126","ND",2017,"August",7041,81
"2127","ND",2017,"December",7088,76
"2128","ND",2017,"February",6886,84
"2129","ND",2017,"January",6844,81
"2130","ND",2017,"July",6979,83
"2131","ND",2017,"June",6971,81
"2132","ND",2017,"March",6902,80
"2133","ND",2017,"May",6971,80
"2134","ND",2017,"November",7064,74
"2135","ND",2017,"October",7047,75
"2136","ND",2017,"September",7079,77
"2137","ND",2018,"April",7080,76
"2138","ND",2018,"August",7027,67
"2139","ND",2018,"December",7032,70
"2140","ND",2018,"February",7140,78
"2141","ND",2018,"January",7153,81
"2142","ND",2018,"July",7068,69
"2143","ND",2018,"June",7042,72
"2144","ND",2018,"March",7121,76
"2145","ND",2018,"May",7068,73
"2146","ND",2018,"November",7034,71
"2147","ND",2018,"October",7041,74
"2148","ND",2018,"September",7011,72
"2149","ND",2019,"April",7030,75
"2150","ND",2019,"August",7276,88
"2151","ND",2019,"December",7390,90
"2152","ND",2019,"February",6984,70
"2153","ND",2019,"January",6980,63
"2154","ND",2019,"July",7195,86
"2155","ND",2019,"June",7198,76
"2156","ND",2019,"March",6970,76
"2157","ND",2019,"May",7126,74
"2158","ND",2019,"November",7348,88
"2159","ND",2019,"October",7312,81
"2160","ND",2019,"September",7313,84
"2161","ND",2020,"April",7567,106
"2162","ND",2020,"August",7602,108
"2163","ND",2020,"December",8839,123
"2164","ND",2020,"February",7501,101
"2165","ND",2020,"January",7423,99
"2166","ND",2020,"July",7577,107
"2167","ND",2020,"June",7547,111
"2168","ND",2020,"March",7547,104
"2169","ND",2020,"May",7551,112
"2170","ND",2020,"November",8564,114
"2171","ND",2020,"October",8070,120
"2172","ND",2020,"September",7712,116
"2173","ND",2021,"February",8776,120
"2174","ND",2021,"January",8849,125
"2175","ND",2021,"March",8775,120
"2176","NE",2015,"April",16670,125
"2177","NE",2015,"August",17015,131
"2178","NE",2015,"December",16957,123
"2179","NE",2015,"February",16509,129
"2180","NE",2015,"January",16421,121
"2181","NE",2015,"July",16933,132
"2182","NE",2015,"June",16799,130
"2183","NE",2015,"March",16621,131
"2184","NE",2015,"May",16725,129
"2185","NE",2015,"November",17034,126
"2186","NE",2015,"October",17086,135
"2187","NE",2015,"September",17022,135
"2188","NE",2016,"April",16419,127
"2189","NE",2016,"August",16307,118
"2190","NE",2016,"December",16400,113
"2191","NE",2016,"February",16581,126
"2192","NE",2016,"January",16726,122
"2193","NE",2016,"July",16202,118
"2194","NE",2016,"June",16288,118
"2195","NE",2016,"March",16408,125
"2196","NE",2016,"May",16382,123
"2197","NE",2016,"November",16289,114
"2198","NE",2016,"October",16182,108
"2199","NE",2016,"September",16251,113
"2200","NE",2017,"April",16866,108
"2201","NE",2017,"August",17000,124
"2202","NE",2017,"December",17084,157
"2203","NE",2017,"February",16872,116
"2204","NE",2017,"January",16669,114
"2205","NE",2017,"July",17129,121
"2206","NE",2017,"June",17048,120
"2207","NE",2017,"March",16953,110
"2208","NE",2017,"May",16904,113
"2209","NE",2017,"November",17099,154
"2210","NE",2017,"October",17094,144
"2211","NE",2017,"September",17032,131
"2212","NE",2018,"April",17103,166
"2213","NE",2018,"August",17173,158
"2214","NE",2018,"December",17166,140
"2215","NE",2018,"February",16928,150
"2216","NE",2018,"January",17027,152
"2217","NE",2018,"July",17084,166
"2218","NE",2018,"June",17099,165
"2219","NE",2018,"March",17027,163
"2220","NE",2018,"May",17081,165
"2221","NE",2018,"November",17200,139
"2222","NE",2018,"October",17256,144
"2223","NE",2018,"September",17223,153
"2224","NE",2019,"April",17071,147
"2225","NE",2019,"August",17035,143
"2226","NE",2019,"December",17197,146
"2227","NE",2019,"February",17128,150
"2228","NE",2019,"January",17111,147
"2229","NE",2019,"July",17041,139
"2230","NE",2019,"June",17023,137
"2231","NE",2019,"March",17048,151
"2232","NE",2019,"May",17115,140
"2233","NE",2019,"November",17105,149
"2234","NE",2019,"October",17070,149
"2235","NE",2019,"September",17035,149
"2236","NE",2020,"April",17183,164
"2237","NE",2020,"August",17787,192
"2238","NE",2020,"December",19702,210
"2239","NE",2020,"February",17123,141
"2240","NE",2020,"January",17143,144
"2241","NE",2020,"July",17586,181
"2242","NE",2020,"June",17468,181
"2243","NE",2020,"March",17153,148
"2244","NE",2020,"May",17341,175
"2245","NE",2020,"November",19210,202
"2246","NE",2020,"October",18280,208
"2247","NE",2020,"September",17935,201
"2248","NE",2021,"February",19895,218
"2249","NE",2021,"January",19948,213
"2250","NE",2021,"March",19859,214
"2251","NH",2015,"April",11681,394
"2252","NH",2015,"August",11754,426
"2253","NH",2015,"December",11724,415
"2254","NH",2015,"February",11493,360
"2255","NH",2015,"January",11342,350
"2256","NH",2015,"July",11755,424
"2257","NH",2015,"June",11644,416
"2258","NH",2015,"March",11545,367
"2259","NH",2015,"May",11690,402
"2260","NH",2015,"November",11736,444
"2261","NH",2015,"October",11802,449
"2262","NH",2015,"September",11775,449
"2263","NH",2016,"April",11555,430
"2264","NH",2016,"August",11597,449
"2265","NH",2016,"December",11909,458
"2266","NH",2016,"February",11550,428
"2267","NH",2016,"January",11617,417
"2268","NH",2016,"July",11562,441
"2269","NH",2016,"June",11531,428
"2270","NH",2016,"March",11567,435
"2271","NH",2016,"May",11524,439
"2272","NH",2016,"November",11738,443
"2273","NH",2016,"October",11714,442
"2274","NH",2016,"September",11632,446
"2275","NH",2017,"April",12068,447
"2276","NH",2017,"August",12295,470
"2277","NH",2017,"December",12288,478
"2278","NH",2017,"February",11984,446
"2279","NH",2017,"January",11958,458
"2280","NH",2017,"July",12180,463
"2281","NH",2017,"June",12159,457
"2282","NH",2017,"March",12049,439
"2283","NH",2017,"May",12100,446
"2284","NH",2017,"November",12313,472
"2285","NH",2017,"October",12277,478
"2286","NH",2017,"September",12299,470
"2287","NH",2018,"April",12349,473
"2288","NH",2018,"August",12344,449
"2289","NH",2018,"December",12509,446
"2290","NH",2018,"February",12390,480
"2291","NH",2018,"January",12354,473
"2292","NH",2018,"July",12394,455
"2293","NH",2018,"June",12392,451
"2294","NH",2018,"March",12311,490
"2295","NH",2018,"May",12410,472
"2296","NH",2018,"November",12475,450
"2297","NH",2018,"October",12474,437
"2298","NH",2018,"September",12392,438
"2299","NH",2019,"April",12496,437
"2300","NH",2019,"August",12415,398
"2301","NH",2019,"December",12408,395
"2302","NH",2019,"February",12461,449
"2303","NH",2019,"January",12467,446
"2304","NH",2019,"July",12384,406
"2305","NH",2019,"June",12428,436
"2306","NH",2019,"March",12542,440
"2307","NH",2019,"May",12472,428
"2308","NH",2019,"November",12370,385
"2309","NH",2019,"October",12331,395
"2310","NH",2019,"September",12380,400
"2311","NH",2020,"April",12520,401
"2312","NH",2020,"August",13063,423
"2313","NH",2020,"December",13512,393
"2314","NH",2020,"February",12366,389
"2315","NH",2020,"January",12392,397
"2316","NH",2020,"July",13066,429
"2317","NH",2020,"June",12920,412
"2318","NH",2020,"March",12391,391
"2319","NH",2020,"May",12707,413
"2320","NH",2020,"November",13280,406
"2321","NH",2020,"October",13144,407
"2322","NH",2020,"September",13132,418
"2323","NH",2021,"February",13830,382
"2324","NH",2021,"January",13815,389
"2325","NH",2021,"March",13744,378
"2326","NJ",2015,"April",71525,1240
"2327","NJ",2015,"August",71571,1373
"2328","NJ",2015,"December",71109,1423
"2329","NJ",2015,"February",71521,1221
"2330","NJ",2015,"January",70998,1210
"2331","NJ",2015,"July",71495,1336
"2332","NJ",2015,"June",71384,1305
"2333","NJ",2015,"March",71756,1226
"2334","NJ",2015,"May",71394,1277
"2335","NJ",2015,"November",71524,1414
"2336","NJ",2015,"October",71671,1413
"2337","NJ",2015,"September",71636,1411
"2338","NJ",2016,"April",70126,1628
"2339","NJ",2016,"August",70539,1682
"2340","NJ",2016,"December",72082,1971
"2341","NJ",2016,"February",69990,1483
"2342","NJ",2016,"January",70318,1433
"2343","NJ",2016,"July",70297,1695
"2344","NJ",2016,"June",70249,1651
"2345","NJ",2016,"March",69997,1538
"2346","NJ",2016,"May",70157,1637
"2347","NJ",2016,"November",71423,1868
"2348","NJ",2016,"October",70935,1777
"2349","NJ",2016,"September",70684,1692
"2350","NJ",2017,"April",73487,2217
"2351","NJ",2017,"August",73969,2502
"2352","NJ",2017,"December",73945,2621
"2353","NJ",2017,"February",73064,2111
"2354","NJ",2017,"January",72707,2082
"2355","NJ",2017,"July",73912,2416
"2356","NJ",2017,"June",73836,2397
"2357","NJ",2017,"March",73272,2189
"2358","NJ",2017,"May",73744,2305
"2359","NJ",2017,"November",73722,2581
"2360","NJ",2017,"October",73827,2565
"2361","NJ",2017,"September",74165,2600
"2362","NJ",2018,"April",74133,2604
"2363","NJ",2018,"August",74470,2743
"2364","NJ",2018,"December",74833,2857
"2365","NJ",2018,"February",74282,2613
"2366","NJ",2018,"January",74234,2605
"2367","NJ",2018,"July",74323,2692
"2368","NJ",2018,"June",74041,2648
"2369","NJ",2018,"March",74211,2610
"2370","NJ",2018,"May",73944,2629
"2371","NJ",2018,"November",75088,2875
"2372","NJ",2018,"October",74864,2859
"2373","NJ",2018,"September",74400,2753
"2374","NJ",2019,"April",74029,2771
"2375","NJ",2019,"August",74015,2739
"2376","NJ",2019,"December",74281,2774
"2377","NJ",2019,"February",74186,2859
"2378","NJ",2019,"January",74277,2819
"2379","NJ",2019,"July",74187,2730
"2380","NJ",2019,"June",74225,2721
"2381","NJ",2019,"March",74248,2802
"2382","NJ",2019,"May",74213,2749
"2383","NJ",2019,"November",73954,2738
"2384","NJ",2019,"October",73928,2695
"2385","NJ",2019,"September",74024,2721
"2386","NJ",2020,"April",87906,2919
"2387","NJ",2020,"August",92098,2934
"2388","NJ",2020,"December",95554,2817
"2389","NJ",2020,"February",74389,2838
"2390","NJ",2020,"January",74408,2843
"2391","NJ",2020,"July",92024,2974
"2392","NJ",2020,"June",91941,2996
"2393","NJ",2020,"March",75710,2884
"2394","NJ",2020,"May",91449,2972
"2395","NJ",2020,"November",93214,2873
"2396","NJ",2020,"October",92368,2898
"2397","NJ",2020,"September",92286,2938
"2398","NJ",2021,"February",98943,2816
"2399","NJ",2021,"January",97714,2817
"2400","NJ",2021,"March",98254,2829
"2401","NM",2015,"April",17123,536
"2402","NM",2015,"August",17087,518
"2403","NM",2015,"December",17062,496
"2404","NM",2015,"February",17019,546
"2405","NM",2015,"January",17051,548
"2406","NM",2015,"July",16991,520
"2407","NM",2015,"June",17045,519
"2408","NM",2015,"March",17080,544
"2409","NM",2015,"May",17012,523
"2410","NM",2015,"November",17110,510
"2411","NM",2015,"October",17073,518
"2412","NM",2015,"September",17113,513
"2413","NM",2016,"April",17421,497
"2414","NM",2016,"August",17651,495
"2415","NM",2016,"December",17768,494
"2416","NM",2016,"February",17140,485
"2417","NM",2016,"January",16987,473
"2418","NM",2016,"July",17593,497
"2419","NM",2016,"June",17533,491
"2420","NM",2016,"March",17301,498
"2421","NM",2016,"May",17557,497
"2422","NM",2016,"November",17672,485
"2423","NM",2016,"October",17701,478
"2424","NM",2016,"September",17636,491
"2425","NM",2017,"April",17789,505
"2426","NM",2017,"August",17866,505
"2427","NM",2017,"December",18060,494
"2428","NM",2017,"February",17857,494
"2429","NM",2017,"January",17805,506
"2430","NM",2017,"July",17911,515
"2431","NM",2017,"June",17918,507
"2432","NM",2017,"March",17778,495
"2433","NM",2017,"May",17875,511
"2434","NM",2017,"November",18008,496
"2435","NM",2017,"October",17967,507
"2436","NM",2017,"September",17922,501
"2437","NM",2018,"April",18190,482
"2438","NM",2018,"August",18305,510
"2439","NM",2018,"December",18440,525
"2440","NM",2018,"February",18160,486
"2441","NM",2018,"January",18152,489
"2442","NM",2018,"July",18224,491
"2443","NM",2018,"June",18189,501
"2444","NM",2018,"March",18197,485
"2445","NM",2018,"May",18068,480
"2446","NM",2018,"November",18497,507
"2447","NM",2018,"October",18434,515
"2448","NM",2018,"September",18400,524
"2449","NM",2019,"April",18475,536
"2450","NM",2019,"August",18696,565
"2451","NM",2019,"December",18906,609
"2452","NM",2019,"February",18441,526
"2453","NM",2019,"January",18502,513
"2454","NM",2019,"July",18639,568
"2455","NM",2019,"June",18569,550
"2456","NM",2019,"March",18468,520
"2457","NM",2019,"May",18576,550
"2458","NM",2019,"November",18813,613
"2459","NM",2019,"October",18766,592
"2460","NM",2019,"September",18764,574
"2461","NM",2020,"April",19139,647
"2462","NM",2020,"August",20510,723
"2463","NM",2020,"December",23095,792
"2464","NM",2020,"February",18946,641
"2465","NM",2020,"January",18872,634
"2466","NM",2020,"July",20209,684
"2467","NM",2020,"June",19860,681
"2468","NM",2020,"March",18921,648
"2469","NM",2020,"May",19547,661
"2470","NM",2020,"November",21878,780
"2471","NM",2020,"October",20968,758
"2472","NM",2020,"September",20644,739
"2473","NM",2021,"February",23949,812
"2474","NM",2021,"January",23741,806
"2475","NM",2021,"March",24233,821
"2476","NV",2015,"April",22926,584
"2477","NV",2015,"August",23350,632
"2478","NV",2015,"December",23647,665
"2479","NV",2015,"February",22628,576
"2480","NV",2015,"January",22619,578
"2481","NV",2015,"July",23255,616
"2482","NV",2015,"June",23228,619
"2483","NV",2015,"March",22791,579
"2484","NV",2015,"May",23034,598
"2485","NV",2015,"November",23506,634
"2486","NV",2015,"October",23392,628
"2487","NV",2015,"September",23360,633
"2488","NV",2016,"April",24140,683
"2489","NV",2016,"August",24451,732
"2490","NV",2016,"December",24692,707
"2491","NV",2016,"February",23876,685
"2492","NV",2016,"January",23572,669
"2493","NV",2016,"July",24268,723
"2494","NV",2016,"June",24153,691
"2495","NV",2016,"March",23961,689
"2496","NV",2016,"May",24131,679
"2497","NV",2016,"November",24589,729
"2498","NV",2016,"October",24669,739
"2499","NV",2016,"September",24602,731
"2500","NV",2017,"April",24992,713
"2501","NV",2017,"August",25298,736
"2502","NV",2017,"December",25689,756
"2503","NV",2017,"February",24909,698
"2504","NV",2017,"January",25004,705
"2505","NV",2017,"July",25463,736
"2506","NV",2017,"June",25386,736
"2507","NV",2017,"March",24949,707
"2508","NV",2017,"May",25225,728
"2509","NV",2017,"November",25563,748
"2510","NV",2017,"October",25433,749
"2511","NV",2017,"September",25299,736
"2512","NV",2018,"April",25773,750
"2513","NV",2018,"August",25875,736
"2514","NV",2018,"December",25569,741
"2515","NV",2018,"February",25773,761
"2516","NV",2018,"January",25796,758
"2517","NV",2018,"July",25766,727
"2518","NV",2018,"June",25715,716
"2519","NV",2018,"March",25795,746
"2520","NV",2018,"May",25699,726
"2521","NV",2018,"November",25753,726
"2522","NV",2018,"October",25710,722
"2523","NV",2018,"September",25815,740
"2524","NV",2019,"April",25775,753
"2525","NV",2019,"August",25966,733
"2526","NV",2019,"December",26443,710
"2527","NV",2019,"February",25534,755
"2528","NV",2019,"January",25383,752
"2529","NV",2019,"July",25852,747
"2530","NV",2019,"June",25847,761
"2531","NV",2019,"March",25589,750
"2532","NV",2019,"May",25831,772
"2533","NV",2019,"November",26296,720
"2534","NV",2019,"October",26205,725
"2535","NV",2019,"September",26120,739
"2536","NV",2020,"April",26776,724
"2537","NV",2020,"August",28581,820
"2538","NV",2020,"December",31391,915
"2539","NV",2020,"February",26617,696
"2540","NV",2020,"January",26522,701
"2541","NV",2020,"July",27809,777
"2542","NV",2020,"June",27182,762
"2543","NV",2020,"March",26633,704
"2544","NV",2020,"May",26997,753
"2545","NV",2020,"November",29909,887
"2546","NV",2020,"October",29283,858
"2547","NV",2020,"September",28911,814
"2548","NV",2021,"February",32998,965
"2549","NV",2021,"January",32576,941
"2550","NV",2021,"March",33236,983
"2551","NY",2015,"April",98250,1597
"2552","NY",2015,"August",99184,1733
"2553","NY",2015,"December",98476,1802
"2554","NY",2015,"February",97079,1519
"2555","NY",2015,"January",96525,1510
"2556","NY",2015,"July",98964,1694
"2557","NY",2015,"June",98695,1659
"2558","NY",2015,"March",97885,1535
"2559","NY",2015,"May",98620,1622
"2560","NY",2015,"November",99173,1789
"2561","NY",2015,"October",99526,1766
"2562","NY",2015,"September",99349,1764
"2563","NY",2016,"April",97051,2004
"2564","NY",2016,"August",97223,2123
"2565","NY",2016,"December",98766,2248
"2566","NY",2016,"February",97445,1915
"2567","NY",2016,"January",97781,1840
"2568","NY",2016,"July",97055,2084
"2569","NY",2016,"June",97038,2056
"2570","NY",2016,"March",97131,1978
"2571","NY",2016,"May",96971,2023
"2572","NY",2016,"November",98048,2219
"2573","NY",2016,"October",97512,2183
"2574","NY",2016,"September",97410,2147
"2575","NY",2017,"April",99275,2333
"2576","NY",2017,"August",99672,2467
"2577","NY",2017,"December",99799,2444
"2578","NY",2017,"February",99210,2289
"2579","NY",2017,"January",99099,2289
"2580","NY",2017,"July",99677,2459
"2581","NY",2017,"June",99706,2437
"2582","NY",2017,"March",99308,2331
"2583","NY",2017,"May",99358,2396
"2584","NY",2017,"November",99428,2446
"2585","NY",2017,"October",99369,2490
"2586","NY",2017,"September",99699,2511
"2587","NY",2018,"April",100817,2298
"2588","NY",2018,"August",100858,2209
"2589","NY",2018,"December",100680,2236
"2590","NY",2018,"February",100761,2410
"2591","NY",2018,"January",100548,2449
"2592","NY",2018,"July",100745,2214
"2593","NY",2018,"June",100515,2223
"2594","NY",2018,"March",100733,2331
"2595","NY",2018,"May",100592,2243
"2596","NY",2018,"November",101070,2240
"2597","NY",2018,"October",101199,2217
"2598","NY",2018,"September",100664,2166
"2599","NY",2019,"April",99715,2153
"2600","NY",2019,"August",100188,2124
"2601","NY",2019,"December",100569,2086
"2602","NY",2019,"February",99523,2142
"2603","NY",2019,"January",99826,2144
"2604","NY",2019,"July",100100,2120
"2605","NY",2019,"June",100104,2105
"2606","NY",2019,"March",99759,2169
"2607","NY",2019,"May",100070,2127
"2608","NY",2019,"November",100422,2104
"2609","NY",2019,"October",100250,2089
"2610","NY",2019,"September",100398,2116
"2611","NY",2020,"April",111210,2383
"2612","NY",2020,"August",114435,2669
"2613","NY",2020,"December",119373,2874
"2614","NY",2020,"February",100964,2202
"2615","NY",2020,"January",100621,2158
"2616","NY",2020,"July",114287,2596
"2617","NY",2020,"June",114102,2572
"2618","NY",2020,"March",102023,2260
"2619","NY",2020,"May",113741,2502
"2620","NY",2020,"November",116187,2813
"2621","NY",2020,"October",115231,2766
"2622","NY",2020,"September",114921,2722
"2623","NY",2021,"February",124967,2951
"2624","NY",2021,"January",123422,2932
"2625","NY",2021,"March",124231,2950
"2626","OH",2015,"April",117559,2955
"2627","OH",2015,"August",118888,3153
"2628","OH",2015,"December",118113,3336
"2629","OH",2015,"February",116546,2828
"2630","OH",2015,"January",115935,2829
"2631","OH",2015,"July",118593,3128
"2632","OH",2015,"June",118270,3051
"2633","OH",2015,"March",116925,2843
"2634","OH",2015,"May",117995,3054
"2635","OH",2015,"November",119284,3298
"2636","OH",2015,"October",119346,3222
"2637","OH",2015,"September",119011,3196
"2638","OH",2016,"April",117570,3575
"2639","OH",2016,"August",117988,3857
"2640","OH",2016,"December",119618,4326
"2641","OH",2016,"February",117069,3452
"2642","OH",2016,"January",117030,3398
"2643","OH",2016,"July",117836,3763
"2644","OH",2016,"June",117748,3652
"2645","OH",2016,"March",117453,3542
"2646","OH",2016,"May",117613,3606
"2647","OH",2016,"November",118749,4211
"2648","OH",2016,"October",118500,4121
"2649","OH",2016,"September",118330,4000
"2650","OH",2017,"April",121843,4974
"2651","OH",2017,"August",122883,5262
"2652","OH",2017,"December",123886,5138
"2653","OH",2017,"February",121163,4710
"2654","OH",2017,"January",120603,4502
"2655","OH",2017,"July",122639,5290
"2656","OH",2017,"June",122468,5293
"2657","OH",2017,"March",121681,4788
"2658","OH",2017,"May",122145,5144
"2659","OH",2017,"November",123334,5210
"2660","OH",2017,"October",123047,5225
"2661","OH",2017,"September",123096,5258
"2662","OH",2018,"April",124358,4418
"2663","OH",2018,"August",124612,4144
"2664","OH",2018,"December",124631,4004
"2665","OH",2018,"February",124751,4739
"2666","OH",2018,"January",124953,4934
"2667","OH",2018,"July",124614,4117
"2668","OH",2018,"June",124543,4148
"2669","OH",2018,"March",124156,4636
"2670","OH",2018,"May",124515,4273
"2671","OH",2018,"November",125210,4001
"2672","OH",2018,"October",125036,4058
"2673","OH",2018,"September",124754,4099
"2674","OH",2019,"April",123143,4110
"2675","OH",2019,"August",123528,4129
"2676","OH",2019,"December",123690,4279
"2677","OH",2019,"February",122776,4011
"2678","OH",2019,"January",123189,4036
"2679","OH",2019,"July",123345,4159
"2680","OH",2019,"June",123183,4147
"2681","OH",2019,"March",123359,4062
"2682","OH",2019,"May",122995,4117
"2683","OH",2019,"November",123562,4260
"2684","OH",2019,"October",123543,4165
"2685","OH",2019,"September",123507,4117
"2686","OH",2020,"April",125532,4410
"2687","OH",2020,"August",130777,4993
"2688","OH",2020,"December",143947,5215
"2689","OH",2020,"February",124254,4366
"2690","OH",2020,"January",123621,4302
"2691","OH",2020,"July",129281,4939
"2692","OH",2020,"June",128009,4829
"2693","OH",2020,"March",124223,4348
"2694","OH",2020,"May",127218,4649
"2695","OH",2020,"November",137052,5122
"2696","OH",2020,"October",133557,5133
"2697","OH",2020,"September",131913,5076
"2698","OH",2021,"February",149121,5361
"2699","OH",2021,"January",147854,5316
"2700","OH",2021,"March",149006,5479
"2701","OK",2015,"April",38006,766
"2702","OK",2015,"August",38289,727
"2703","OK",2015,"December",38321,722
"2704","OK",2015,"February",37978,773
"2705","OK",2015,"January",37788,794
"2706","OK",2015,"July",38193,733
"2707","OK",2015,"June",38139,738
"2708","OK",2015,"March",38043,771
"2709","OK",2015,"May",37987,752
"2710","OK",2015,"November",38278,727
"2711","OK",2015,"October",38260,723
"2712","OK",2015,"September",38243,718
"2713","OK",2016,"April",37844,712
"2714","OK",2016,"August",37894,768
"2715","OK",2016,"December",38170,803
"2716","OK",2016,"February",37936,710
"2717","OK",2016,"January",38029,696
"2718","OK",2016,"July",37797,752
"2719","OK",2016,"June",37839,727
"2720","OK",2016,"March",37812,698
"2721","OK",2016,"May",38008,734
"2722","OK",2016,"November",38040,776
"2723","OK",2016,"October",38045,776
"2724","OK",2016,"September",38045,761
"2725","OK",2017,"April",38742,847
"2726","OK",2017,"August",39000,817
"2727","OK",2017,"December",39318,770
"2728","OK",2017,"February",38517,833
"2729","OK",2017,"January",38344,830
"2730","OK",2017,"July",38995,847
"2731","OK",2017,"June",38868,848
"2732","OK",2017,"March",38616,844
"2733","OK",2017,"May",38683,828
"2734","OK",2017,"November",39286,791
"2735","OK",2017,"October",39131,791
"2736","OK",2017,"September",39064,821
"2737","OK",2018,"April",39958,714
"2738","OK",2018,"August",40034,713
"2739","OK",2018,"December",39876,703
"2740","OK",2018,"February",39969,732
"2741","OK",2018,"January",39832,757
"2742","OK",2018,"July",39968,701
"2743","OK",2018,"June",40109,723
"2744","OK",2018,"March",39908,724
"2745","OK",2018,"May",40070,732
"2746","OK",2018,"November",40070,711
"2747","OK",2018,"October",39999,711
"2748","OK",2018,"September",39907,703
"2749","OK",2019,"April",39351,633
"2750","OK",2019,"August",39453,588
"2751","OK",2019,"December",39767,618
"2752","OK",2019,"February",39120,663
"2753","OK",2019,"January",39300,675
"2754","OK",2019,"July",39459,600
"2755","OK",2019,"June",39322,603
"2756","OK",2019,"March",39370,640
"2757","OK",2019,"May",39315,615
"2758","OK",2019,"November",39599,618
"2759","OK",2019,"October",39556,605
"2760","OK",2019,"September",39594,609
"2761","OK",2020,"April",40098,662
"2762","OK",2020,"August",41485,732
"2763","OK",2020,"December",46426,746
"2764","OK",2020,"February",39963,621
"2765","OK",2020,"January",39907,617
"2766","OK",2020,"July",40930,716
"2767","OK",2020,"June",40472,692
"2768","OK",2020,"March",39885,648
"2769","OK",2020,"May",40240,684
"2770","OK",2020,"November",44316,733
"2771","OK",2020,"October",42913,735
"2772","OK",2020,"September",41950,714
"2773","OK",2021,"February",48807,778
"2774","OK",2021,"January",48238,776
"2775","OK",2021,"March",48857,786
"2776","OR",2015,"April",34918,517
"2777","OR",2015,"August",35486,515
"2778","OR",2015,"December",35732,497
"2779","OR",2015,"February",34646,519
"2780","OR",2015,"January",34412,520
"2781","OR",2015,"July",35470,502
"2782","OR",2015,"June",35356,506
"2783","OR",2015,"March",34773,515
"2784","OR",2015,"May",35158,501
"2785","OR",2015,"November",35629,504
"2786","OR",2015,"October",35484,510
"2787","OR",2015,"September",35565,523
"2788","OR",2016,"April",35581,510
"2789","OR",2016,"August",35574,495
"2790","OR",2016,"December",35918,496
"2791","OR",2016,"February",35453,495
"2792","OR",2016,"January",35523,491
"2793","OR",2016,"July",35468,511
"2794","OR",2016,"June",35399,521
"2795","OR",2016,"March",35596,503
"2796","OR",2016,"May",35469,525
"2797","OR",2016,"November",35668,484
"2798","OR",2016,"October",35688,483
"2799","OR",2016,"September",35547,488
"2800","OR",2017,"April",36705,507
"2801","OR",2017,"August",36906,517
"2802","OR",2017,"December",36695,534
"2803","OR",2017,"February",36696,512
"2804","OR",2017,"January",36545,504
"2805","OR",2017,"July",36882,504
"2806","OR",2017,"June",36852,494
"2807","OR",2017,"March",36636,504
"2808","OR",2017,"May",36825,501
"2809","OR",2017,"November",36857,547
"2810","OR",2017,"October",36941,546
"2811","OR",2017,"September",36845,529
"2812","OR",2018,"April",36360,554
"2813","OR",2018,"August",36177,562
"2814","OR",2018,"December",36208,556
"2815","OR",2018,"February",36159,534
"2816","OR",2018,"January",36418,543
"2817","OR",2018,"July",36190,572
"2818","OR",2018,"June",36304,574
"2819","OR",2018,"March",36283,544
"2820","OR",2018,"May",36201,566
"2821","OR",2018,"November",36210,543
"2822","OR",2018,"October",36100,541
"2823","OR",2018,"September",36202,554
"2824","OR",2019,"April",36341,570
"2825","OR",2019,"August",36796,586
"2826","OR",2019,"December",37428,610
"2827","OR",2019,"February",36171,555
"2828","OR",2019,"January",35991,547
"2829","OR",2019,"July",36749,577
"2830","OR",2019,"June",36622,563
"2831","OR",2019,"March",36305,564
"2832","OR",2019,"May",36566,556
"2833","OR",2019,"November",37334,605
"2834","OR",2019,"October",37186,598
"2835","OR",2019,"September",37003,595
"2836","OR",2020,"April",37738,644
"2837","OR",2020,"August",38569,734
"2838","OR",2020,"December",40238,797
"2839","OR",2020,"February",37588,624
"2840","OR",2020,"January",37476,621
"2841","OR",2020,"July",38137,715
"2842","OR",2020,"June",37896,701
"2843","OR",2020,"March",37557,633
"2844","OR",2020,"May",37795,701
"2845","OR",2020,"November",39440,787
"2846","OR",2020,"October",38956,763
"2847","OR",2020,"September",38812,745
"2848","OR",2021,"February",40945,856
"2849","OR",2021,"January",40786,836
"2850","OR",2021,"March",41083,879
"2851","PA",2015,"April",134004,2862
"2852","PA",2015,"August",134230,3075
"2853","PA",2015,"December",133734,3263
"2854","PA",2015,"February",132673,2815
"2855","PA",2015,"January",131628,2788
"2856","PA",2015,"July",134020,3012
"2857","PA",2015,"June",134081,2964
"2858","PA",2015,"March",133628,2836
"2859","PA",2015,"May",134018,2878
"2860","PA",2015,"November",134286,3250
"2861","PA",2015,"October",134598,3203
"2862","PA",2015,"September",134427,3131
"2863","PA",2016,"April",131585,3601
"2864","PA",2016,"August",131999,3890
"2865","PA",2016,"December",134523,4648
"2866","PA",2016,"February",131948,3414
"2867","PA",2016,"January",132350,3269
"2868","PA",2016,"July",131526,3797
"2869","PA",2016,"June",131297,3657
"2870","PA",2016,"March",131584,3526
"2871","PA",2016,"May",131231,3632
